SAMPLE NUMBER:   18
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec
ECG UNITS:       uV
ECG RESOLUTION:  0.3051758 uV/unit

------------------------- Begin Data -------------------------
  I     	  aR     	  RV     	  RV'		  DAO     	  DAO'		
 32.65   	-25.33   	 15.85   	 116.99		  0.43   	   0.00		
 16.17   	 -9.16   	 16.32   	 132.25		  0.43   	   0.00		
  0.92   	  3.97   	 16.85   	 152.59		  0.43   	   5.09		
-10.07   	 11.60   	 17.46   	 178.03		  0.45   	   0.00		
-15.26   	 14.65   	 18.17   	 198.37		  0.45   	   0.00		
-14.65   	 13.73   	 18.96   	 223.80		  0.45   	   0.00		
-11.29   	 11.29   	 19.86   	 244.15		  0.45   	   0.00		
 -9.46   	 10.68   	 20.83   	 264.50		  0.45   	   0.00		
-10.99   	 12.82   	 21.89   	 269.58		  0.45   	   0.00		
-14.34   	 15.26   	 22.97   	 284.84		  0.45   	   0.00		
-15.56   	 15.56   	 24.11   	 279.75		  0.45   	   0.00		
-12.82   	 12.51   	 25.23   	 274.67		  0.45   	  -5.09		
 -8.24   	  7.02   	 26.33   	 264.50		  0.43   	   0.00		
 -5.19   	  3.05   	 27.39   	 244.15		  0.43   	   0.00		
 -6.41   	  3.05   	 28.36   	 223.80		  0.43   	   0.00		
-11.60   	  6.10   	 29.26   	 198.37		  0.43   	   0.00		
-17.70   	 10.07   	 30.05   	 167.85		  0.43   	   0.00		
-22.89   	 13.12   	 30.72   	 147.51		  0.43   	   0.00		
-25.63   	 14.34   	 31.31   	 116.99		  0.43   	   0.00		
-26.86   	 14.04   	 31.78   	  96.64		  0.43   	   0.00		
-28.38   	 13.43   	 32.17   	  71.21		  0.43   	   0.00		
-30.52   	 13.43   	 32.45   	  55.95		  0.43   	   0.00		
-33.57   	 13.73   	 32.68   	  45.78		  0.43   	   0.00		
-36.32   	 13.73   	 32.86   	  35.61		  0.43   	   0.00		
-37.54   	 12.82   	 33.00   	  35.61		  0.43   	   0.00		
-37.23   	 10.68   	 33.14   	  30.52		  0.43   	   0.00		
-37.54   	  7.93   	 33.27   	  30.52		  0.43   	   0.00		
-39.67   	  7.02   	 33.39   	  30.52		  0.43   	   0.00		
-43.64   	  7.63   	 33.51   	  40.69		  0.43   	   0.00		
-48.22   	  9.16   	 33.67   	  40.69		  0.43   	   5.09		
-51.88   	  9.46   	 33.84   	  50.86		  0.45   	   0.00		
-54.32   	  7.93   	 34.04   	  50.86		  0.45   	   0.00		
-55.85   	  5.19   	 34.24   	  55.95		  0.45   	   0.00		
-57.07   	  2.75   	 34.47   	  55.95		  0.45   	   0.00		
-57.68   	  1.83   	 34.69   	  55.95		  0.45   	   0.00		
-57.07   	  2.75   	 34.91   	  55.95		  0.45   	   0.00		
-53.71   	  3.36   	 35.14   	  45.78		  0.45   	   0.00		
-46.08   	  0.92   	 35.32   	  45.78		  0.45   	   0.00		
-34.18   	 -5.19   	 35.50   	  35.61		  0.45   	   0.00		
-21.36   	-12.82   	 35.65   	  30.52		  0.45   	   0.00		
-11.90   	-19.23   	 35.77   	  20.35		  0.45   	  -5.09		
 -9.46   	-21.67   	 35.85   	  10.17		  0.43   	   0.00		
-15.26   	-18.92   	 35.89(S)	   0.00		  0.43   	   0.00		
-25.94   	-13.43   	 35.89   	 -15.26		  0.43   	   0.00		
-38.15   	 -5.49   	 35.83   	 -20.35		  0.43   	   0.00		
-49.44   	  3.05   	 35.75   	 -40.69		  0.43   	   0.00		
-58.59   	 11.29   	 35.58   	 -45.78		  0.43   	   0.00		
-64.70   	 18.62   	 35.40   	 -61.04		  0.43   	   5.09		
-67.14   	 25.33   	 35.16   	 -71.21		  0.45   	   0.00		
-65.00   	 30.82   	 34.87   	 -91.56		  0.45   	   0.00		
-60.73   	 36.62   	 34.51   	-101.73		  0.45   	   0.00		
-58.29   	 43.33   	 34.10   	-116.99		  0.45   	   0.00		
-61.04   	 50.96   	 33.63   	-132.25		  0.45   	   0.00		
-68.05   	 58.59   	 33.10   	-152.59		  0.45   	   0.00		
-75.99   	 65.31   	 32.49   	-167.85		  0.45   	   0.00		
-79.96   	 70.19   	 31.82   	-183.11		  0.45   	   0.00		
-77.51   	 72.63   	 31.09   	-203.46		  0.45   	   0.00		
-71.72   	 74.46   	 30.27   	-223.80		  0.45   	  -5.09		
-65.92   	 76.90   	 29.38   	-233.98		  0.43   	   0.00		
-62.26   	 79.65   	 28.44   	-254.32		  0.43   	   0.00		
-60.73   	 80.87   	 27.43   	-264.50		  0.43   	   0.00		
-59.51   	 79.96   	 26.37   	-274.67		  0.43   	   0.00		
-57.37   	 78.13   	 25.27   	-284.84		  0.43   	   0.00		
-54.93   	 76.90   	 24.13   	-289.93		  0.43   	   0.00		
-53.41   	 77.21   	 22.97   	-289.93		  0.43   	   0.00		
-53.71   	 79.04   	 21.81   	-295.01		  0.43   	   0.00		
-55.24   	 80.87   	 20.63   	-295.01		  0.43   	   0.00		
-57.37   	 82.70   	 19.45   	-295.01		  0.43   	   0.00		
-58.59   	 83.92   	 18.27   	-279.75		  0.43   	   0.00		
-58.90   	 84.53   	 17.15   	-274.67		  0.43   	   0.00		
-57.98   	 84.23   	 16.05   	-264.50		  0.43   	   0.00		
-57.37   	 81.18   	 14.99   	-244.15		  0.43   	   0.00		
-58.90   	 75.07   	 14.02   	-223.80		  0.43   	   0.00		
-62.26   	 65.00   	 13.12   	-203.46		  0.43   	   0.00		
-65.61   	 49.74   	 12.31   	-183.11		  0.43   	   0.00		
-64.09   	 29.60   	 11.58   	-157.68		  0.43   	   0.00		
-53.41   	  5.80   	 10.95   	-127.16		  0.43   	   0.00		
-30.82   	-18.62   	 10.44   	-101.73		  0.43   	   0.00		
  2.44   	-39.37   	 10.03   	 -71.21		  0.43   	   0.00		
 40.28   	-49.13   	  9.75   	 -45.78		  0.43   	   5.09		
 71.41   	-35.40   	  9.56   	 -10.17		  0.45   	   0.00		
 74.16   	108.95   	  9.52(D)	  35.61		  0.45   	   0.00		
 36.62   	231.63   	  9.66   	  50.86		  0.45   	   0.00		
-18.62   	353.09   	  9.87   	  76.30		  0.45   	   0.00		
-80.26   	438.54   	 10.17   	  86.47		  0.45   	   0.00		
-138.24   	469.97   	 10.52   	 106.82		  0.45   	   0.00		
-183.41   	451.97   	 10.95   	 111.90		  0.45   	   0.00		
-209.35   	405.58   	 11.39   	 116.99		  0.45   	   0.00		
-214.23(R)	353.09   	 11.86   	 122.07		  0.45   	   0.00		
-198.06   	303.65   	 12.35   	 116.99		  0.45   	  -5.09		
-164.49   	256.96   	 12.82   	 122.07		  0.43   	   0.00		
-122.68   	209.35   	 13.31   	 111.90		  0.43   	   0.00		
-82.40   	161.74   	 13.75   	 106.82		  0.43   	   0.00		
-50.66   	119.93   	 14.18   	  96.64		  0.43   	   0.00		
-31.74   	 88.81   	 14.57   	  96.64		  0.43   	   0.00		
-25.33   	 69.27   	 14.95   	  96.64		  0.43   	   0.00		
-26.55   	 57.07   	 15.34   	  91.56		  0.43   	   0.00		
-30.21   	 49.13   	 15.71   	  96.64		  0.43   	   0.00		
-32.04   	 43.33   	 16.09   	 101.73		  0.43   	   0.00		
-30.82   	 39.67   	 16.50   	 116.99		  0.43   	   5.09		
-26.86   	 37.84   	 16.97   	 127.16		  0.45   	   0.00		
-21.97   	 36.32   	 17.48   	 137.33		  0.45   	   0.00		
-17.70   	 33.87   	 18.03   	 152.59		  0.45   	   0.00		
-14.95   	 30.82   	 18.64   	 162.77		  0.45   	   0.00		
-14.95   	 29.60   	 19.29   	 172.94		  0.45   	   0.00		
-17.40   	 30.82   	 19.98   	 183.11		  0.45   	   0.00		
-21.36   	 34.18   	 20.71   	 193.29		  0.45   	   0.00		
-25.02   	 37.54   	 21.49   	 203.46		  0.45   	   0.00		
-26.86   	 38.45   	 22.30   	 203.46		  0.45   	   0.00		
-27.47   	 38.15   	 23.11   	 208.54		  0.45   	   0.00		
-27.77   	 37.84   	 23.95   	 208.54		  0.45   	  -5.09		
-28.38   	 38.45   	 24.78   	 203.46		  0.43   	   0.00		
-28.69   	 39.67   	 25.60   	 203.46		  0.43   	   0.00		
-28.69   	 39.98   	 26.41   	 188.20		  0.43   	   0.00		
-28.38   	 39.06   	 27.16   	 183.11		  0.43   	   0.00		
-28.38   	 37.84   	 27.89   	 172.94		  0.43   	   0.00		
-29.30   	 36.93   	 28.59   	 152.59		  0.43   	   0.00		
-30.82   	 35.40   	 29.20   	 142.42		  0.43   	   0.00		
-32.04   	 32.96   	 29.77   	 127.16		  0.43   	   0.00		
-32.96   	 29.91   	 30.27   	 106.82		  0.43   	   0.00		
-33.26   	 26.86   	 30.70   	  96.64		  0.43   	   0.00		
-33.26   	 25.02   	 31.09   	  81.38		  0.43   	   0.00		
-33.57   	 25.02   	 31.41   	  76.30		  0.43   	   0.00		
-34.18   	 25.33   	 31.72   	  61.04		  0.43   	   5.09		
-34.79   	 25.02   	 31.96   	  61.04		  0.45   	   0.00		
-36.01   	 23.80   	 32.21   	  50.86		  0.45   	   0.00		
-37.84   	 21.67   	 32.41   	  50.86		  0.45   	   0.00		
-39.98   	 18.92   	 32.61   	  55.95		  0.45   	   0.00		
-41.50   	 16.17   	 32.84   	  50.86		  0.45   	   0.00		
-42.42   	 13.12   	 33.04   	  55.95		  0.45   	   0.00		
-42.72   	 10.07   	 33.27   	  55.95		  0.45   	   0.00		
-43.33   	  7.02   	 33.49   	  55.95		  0.45   	   0.00		
-44.86   	  4.88   	 33.71   	  61.04		  0.45   	   0.00		
-46.39   	  3.66   	 33.96   	  66.12		  0.45   	   0.00		
-46.69   	  2.14   	 34.22   	  61.04		  0.45   	  -5.09		
-44.56   	  0.61   	 34.47   	  61.04		  0.43   	   0.00		
-39.06   	 -1.83   	 34.71   	  55.95		  0.43   	   0.00		
-29.60   	 -5.80   	 34.93   	  50.86		  0.43   	   0.00		
-17.09   	-10.99   	 35.14   	  50.86		  0.43   	   0.00		
 -4.58   	-17.09   	 35.34   	  40.69		  0.43   	   0.00		
  5.19   	-23.19   	 35.50   	  35.61		  0.43   	   0.00		
  9.16   	-28.99   	 35.65   	  25.43		  0.43   	   0.00		
  7.02   	-32.65   	 35.75   	  15.26		  0.43   	   0.00		
  0.31   	-33.57   	 35.81   	   5.09		  0.43   	   0.00		
 -8.24   	-31.13   	 35.83(S)	   0.00		  0.43   	   0.00		
-17.40   	-24.41   	 35.83   	 -10.17		  0.43   	   0.00		
-25.94   	-14.65   	 35.79   	 -25.43		  0.43   	   0.00		
-32.65   	 -4.88   	 35.69   	 -30.52		  0.43   	   0.00		
-35.10   	  2.14   	 35.56   	 -40.69		  0.43   	   0.00		
-32.04   	  5.19   	 35.40   	 -55.95		  0.43   	   0.00		
-25.94   	  5.19   	 35.18   	 -61.04		  0.43   	   0.00		
-21.97   	  5.49   	 34.93   	 -81.38		  0.43   	   0.00		
-22.89   	  8.24   	 34.61   	 -91.56		  0.43   	   0.00		
-28.69   	 14.34   	 34.24   	-101.73		  0.43   	   0.00		
-35.40   	 21.67   	 33.84   	-122.07		  0.43   	   0.00		
-39.37   	 28.08   	 33.35   	-132.25		  0.43   	   0.00		
-38.45   	 32.04   	 32.82   	-147.51		  0.43   	   0.00		
-34.48   	 33.26   	 32.23   	-167.85		  0.43   	   0.00		
-29.60   	 32.35   	 31.56   	-178.03		  0.43   	   0.00		
-24.72   	 29.91   	 30.84   	-188.20		  0.43   	   0.00		
-19.23   	 25.94   	 30.09   	-198.37		  0.43   	   0.00		
-13.12   	 20.75   	 29.30   	-213.63		  0.43   	   0.00		
 -6.10   	 15.56   	 28.44   	-218.72		  0.43   	   0.00		
  0.31   	 12.21   	 27.57   	-218.72		  0.43   	   0.00		
  6.10   	 10.68   	 26.69   	-228.89		  0.43   	   0.00		
 11.60   	 10.38   	 25.78   	-233.98		  0.43   	   0.00		
 18.31   	 10.38   	 24.84   	-233.98		  0.43   	   0.00		
 26.55   	  9.77   	 23.91   	-233.98		  0.43   	   0.00		
 35.40   	  9.46   	 22.97   	-239.06		  0.43   	   0.00		
 43.03   	 10.99   	 22.01   	-233.98		  0.43   	   5.09		
 48.83   	 12.51   	 21.08   	-228.89		  0.45   	  -5.09		
 53.10   	 10.38   	 20.16   	-228.89		  0.43   	   0.00		
 55.54   	 -0.31   	 19.25   	-218.72		  0.43   	   0.00		
 56.76   	-22.28   	 18.37   	-203.46		  0.43   	   0.00		
 57.68   	-53.71   	 17.56   	-198.37		  0.43   	   0.00		
 60.12   	-90.94   	 16.76   	-178.03		  0.43   	   0.00		
 65.92   	-126.34   	 16.05   	-162.77		  0.43   	   0.00		
 78.13   	-155.33   	 15.40   	-142.42		  0.43   	   0.00		
 97.66   	-175.48   	 14.83   	-116.99		  0.43   	   0.00		
120.24   	-183.41   	 14.36   	 -96.64		  0.43   	   0.00		
138.24   	-169.98   	 13.98   	 -71.21		  0.43   	   0.00		
143.74   	-124.51   	 13.69   	 -45.78		  0.43   	   0.00		
129.39   	-38.15   	 13.51   	 -25.43		  0.43   	   0.00		
 93.38   	 82.70   	 13.41   	   5.09		  0.43   	   0.00		
 40.89   	212.71   	 13.43   	  N/A		  0.43   	  N/A		
