SAMPLE NUMBER:   3
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec
ECG UNITS:       uV
ECG RESOLUTION:  0.3051758 uV/unit

------------------------- Begin Data -------------------------
  I     	  II     	  LFA     	  LFA'		  RV     	  RV'		
  4.88   	-31.43   	 24.50   	 -10.17		 25.35   	 264.50		
  5.80   	-28.69   	 24.46   	 -10.17		 26.41   	 315.36		
  6.41   	-26.25   	 24.41(D)	   0.00		 27.67   	 289.93		
  6.71   	-24.41   	 24.41   	   5.09		 28.83   	 213.63		
  6.71   	-23.19   	 24.44   	  15.26		 29.68   	 183.11		
  7.63   	-21.36   	 24.50   	  25.43		 30.42   	 162.77		
  8.85   	-19.23   	 24.60   	  40.69		 31.07   	 132.25		
 10.07   	-15.87   	 24.76   	  61.04		 31.60   	 116.99		
 10.38   	-12.51   	 25.00   	  76.30		 32.06   	  96.64		
  9.16   	 -9.46   	 25.31   	 101.73		 32.45   	  81.38		
  7.02   	 -7.63   	 25.72   	 122.07		 32.78   	  76.30		
  4.58   	 -7.02   	 26.21   	 147.51		 33.08   	  61.04		
  3.05   	 -6.41   	 26.80   	 172.94		 33.33   	  61.04		
  2.44   	 -4.58   	 27.49   	 188.20		 33.57   	  71.21		
  3.05   	 -1.22   	 28.24   	 213.63		 33.86   	  66.12		
  3.66   	  3.36   	 29.09   	 228.89		 34.12   	  71.21		
  4.27   	  7.32   	 30.01   	 249.24		 34.40   	  71.21		
  4.27   	 10.07   	 31.01   	 254.32		 34.69   	  76.30		
  3.97   	 10.99   	 32.02   	 269.58		 34.99   	  76.30		
  2.75   	 10.99   	 33.10   	 315.36		 35.30   	 162.77		
 -0.92   	 11.60   	 34.36   	 320.45		 35.95   	  76.30		
 -1.83   	 13.73   	 35.65   	 315.36		 36.26   	  71.21		
 -1.53   	 16.78   	 36.91   	 310.27		 36.54   	  81.38		
 -0.31   	 20.14   	 38.15   	 310.27		 36.87   	  76.30		
  0.31   	 22.89   	 39.39   	 300.10		 37.17   	  71.21		
 -0.31   	 24.41   	 40.59   	 295.01		 37.46   	  66.12		
 -2.14   	 25.63   	 41.77   	 284.84		 37.72   	  76.30		
 -4.58   	 27.47   	 42.91   	 269.58		 38.03   	  61.04		
 -6.41   	 30.21   	 43.99   	 259.41		 38.27   	  61.04		
 -7.32   	 32.96   	 45.03   	 244.15		 38.51   	  55.95		
 -7.93   	 35.40   	 46.00   	 223.80		 38.74   	  45.78		
 -8.85   	 37.23   	 46.90   	 208.54		 38.92   	  40.69		
-10.99   	 39.06   	 47.73   	 188.20		 39.08   	  35.61		
-13.43   	 42.11   	 48.48   	 172.94		 39.23   	  30.52		
-15.87   	 47.00   	 49.18   	 152.59		 39.35   	  20.35		
-17.40   	 53.41   	 49.79   	 132.25		 39.43   	  20.35		
-18.62   	 60.12   	 50.32   	 111.90		 39.51   	  10.17		
-19.23   	 65.92   	 50.76   	  91.56		 39.55   	   5.09		
-19.84   	 71.72   	 51.13   	  71.21		 39.57   	   5.09		
-19.53   	 78.13   	 51.41   	  61.04		 39.59(S)	   0.00		
-18.62   	 86.06   	 51.66   	  45.78		 39.59   	 -10.17		
-17.40   	 96.13   	 51.84   	  25.43		 39.55   	 -15.26		
-15.56   	107.12   	 51.94   	  20.35		 39.49   	 -25.43		
-12.21   	118.71   	 52.02(S)	   0.00		 39.39   	 -25.43		
 -6.41   	129.09   	 52.02   	 -15.26		 39.29   	 -76.30		
 11.90   	138.55   	 51.96   	 -25.43		 38.98   	 -50.86		
 20.45   	134.28   	 51.86   	 -30.52		 38.78   	 -61.04		
 26.25   	123.60   	 51.74   	 -40.69		 38.53   	 -71.21		
 29.60   	107.73   	 51.58   	 -50.86		 38.25   	 -86.47		
 30.82   	 90.03   	 51.37   	 -50.86		 37.90   	 -96.64		
 31.43   	 72.33   	 51.17   	 -61.04		 37.52   	-111.90		
 30.82   	 55.85   	 50.93   	 -66.12		 37.07   	-137.33		
 29.91   	 41.81   	 50.66   	 -66.12		 36.52   	-162.77		
 28.38   	 29.60   	 50.40   	 -76.30		 35.87   	-183.11		
 27.16   	 19.84   	 50.09   	 -76.30		 35.14   	-203.46		
 25.63   	 11.60   	 49.79   	 -81.38		 34.32   	-239.06		
 24.41   	  4.88   	 49.46   	 -86.47		 33.37   	-259.41		
 23.50   	 -0.92   	 49.11   	 -96.64		 32.33   	-274.67		
 22.58   	 -5.80   	 48.73   	 -96.64		 31.23   	-284.84		
 22.28   	-10.07   	 48.34   	-106.82		 30.09   	-320.45		
 22.58   	-12.82   	 47.91   	-111.90		 28.81   	-350.97		
 23.19   	-14.04   	 47.47   	-116.99		 27.41   	-361.14		
 23.50   	-14.34   	 47.00   	-132.25		 25.96   	-371.31		
 23.80   	-14.34   	 46.47   	-142.42		 24.48   	-376.40		
 23.80   	-14.04   	 45.90   	-152.59		 22.97   	-361.14		
 23.50   	-14.04   	 45.29   	-162.77		 21.53   	-356.05		
 23.50   	-14.34   	 44.64   	-178.03		 20.10   	-356.05		
 24.11   	-14.34   	 43.93   	-183.11		 18.68   	-340.79		
 24.72   	-14.34   	 43.19   	-193.29		 17.31   	-320.45		
 25.02   	-14.34   	 42.42   	-188.20		 16.03   	-300.10		
 24.72   	-14.34   	 41.67   	-193.29		 14.83   	-274.67		
 23.50   	-14.04   	 40.90   	-178.03		 13.73   	-254.32		
 22.28   	-13.43   	 40.18   	-167.85		 12.72   	-223.80		
 21.67   	-13.12   	 39.51   	-152.59		 11.82   	-198.37		
 22.58   	-12.21   	 38.90   	-142.42		 11.03   	-172.94		
 24.72   	-11.60   	 38.33   	-122.07		 10.34   	-147.51		
 26.55   	-10.68   	 37.84   	-116.99		  9.75   	-116.99		
 27.47   	-10.38   	 37.38   	 -96.64		  9.28   	-101.73		
 26.86   	-10.07   	 36.99   	 -91.56		  8.87   	 -81.38		
 25.63   	-10.07   	 36.62   	 -86.47		  8.55   	 -55.95		
 25.33   	-10.07   	 36.28   	 -76.30		  8.32   	 -35.61		
 25.94   	 -9.46   	 35.97   	 -71.21		  8.18   	 -20.35		
 27.77   	 -8.24   	 35.69   	 -71.21		  8.10(D)	   0.00		
 29.60   	 -7.32   	 35.40   	 -71.21		  8.10   	  20.35		
 30.21   	 -7.32   	 35.12   	 -66.12		  8.18   	  35.61		
 29.30   	 -8.85   	 34.85   	 -71.21		  8.32   	  45.78		
 27.16   	-10.99   	 34.57   	 -71.21		  8.50   	  40.69		
 25.02   	-12.82   	 34.28   	 -61.04		  8.67   	  25.43		
 24.11   	-14.04   	 34.04   	 -66.12		  8.77   	  15.26		
 23.50   	-14.34   	 33.77   	 -55.95		  8.83   	  15.26		
 23.19   	-14.65   	 33.55   	 -61.04		  8.89   	  10.17		
 21.97   	-15.56   	 33.31   	 -55.95		  8.93   	  15.26		
 19.84   	-17.09   	 33.08   	 -50.86		  8.99   	  10.17		
 18.01   	-18.92   	 32.88   	 -55.95		  9.03   	  20.35		
 17.09   	-19.84   	 32.66   	 -45.78		  9.11   	  30.52		
 17.09   	-19.53   	 32.47   	 -45.78		  9.24   	  30.52		
 17.09   	-18.31   	 32.29   	 -45.78		  9.36   	  20.35		
 16.78   	-17.09   	 32.11   	 -40.69		  9.44   	  45.78		
 17.09   	-16.78   	 31.94   	 -45.78		  9.62   	  50.86		
 17.70   	-17.09   	 31.76   	 -40.69		  9.83   	  35.61		
 18.62   	-17.40   	 31.60   	 -35.61		  9.97   	  25.43		
 19.23   	-17.09   	 31.45   	 -35.61		 10.07   	  25.43		
 19.53   	-16.48   	 31.31   	 -30.52		 10.17   	  15.26		
 19.23   	-15.26   	 31.19   	 -25.43		 10.23   	  20.35		
 19.23   	-12.82   	 31.09   	 -25.43		 10.32   	  20.35		
 21.06   	 -8.24   	 30.99   	 -35.61		 10.40   	  15.26		
 26.25   	 -0.61   	 30.84   	 -30.52		 10.46   	  10.17		
 35.10   	  9.77   	 30.72   	 -35.61		 10.50   	   5.09		
 47.61   	 22.58   	 30.58   	 -30.52		 10.52   	   5.09		
 61.65   	 38.45   	 30.46   	 -25.43		 10.54   	   0.00		
 74.46   	 58.90   	 30.36   	 -30.52		 10.54   	  -5.09		
 84.23   	 83.92   	 30.23   	 -25.43		 10.52   	  -5.09		
 90.64   	108.64   	 30.13   	 -30.52		 10.50   	 -10.17		
 94.91   	125.12   	 30.01   	 -30.52		 10.46   	  -5.09		
 97.05   	125.43   	 29.89   	 -25.43		 10.44   	 -15.26		
 95.83   	106.81   	 29.79   	 -25.43		 10.38   	 -10.17		
 88.20   	 73.55   	 29.68   	 -25.43		 10.34   	 -10.17		
 72.94   	 33.87   	 29.58   	 -25.43		 10.29   	 -10.17		
 51.27   	 -4.88   	 29.48   	 -30.52		 10.25   	 -15.26		
 27.47   	-37.54   	 29.36   	 -25.43		 10.19   	 -15.26		
  6.71   	-60.12   	 29.26   	 -25.43		 10.13   	 -15.26		
 -7.02   	-71.11   	 29.16   	 -25.43		 10.07   	 -15.26		
-11.60   	-71.72   	 29.05   	 -30.52		 10.01   	 -10.17		
 -9.16   	-66.22   	 28.93   	 -25.43		  9.97   	 -10.17		
 -4.58   	-60.12   	 28.83   	 -25.43		  9.93   	 -10.17		
 -2.44   	-57.68   	 28.73   	 -30.52		  9.89   	 -10.17		
 -3.66   	-58.59   	 28.61   	 -30.52		  9.85   	 -10.17		
 -4.58   	-64.09   	 28.48   	 -30.52		  9.81   	 -10.17		
  7.32   	-80.57   	 28.36   	 -25.43		  9.77   	  -5.09		
 49.44   	-105.59   	 28.26   	 -30.52		  9.75   	 -10.17		
116.58   	-105.90   	 28.14   	 -30.52		  9.70   	  -5.09		
158.39   	-44.86   	 28.02   	 -25.43		  9.68   	  -5.09		
100.71   	 68.05   	 27.91   	 -30.52		  9.66   	   0.00		
-104.37   	165.41   	 27.79   	 -25.43		  9.66   	  15.26		
-678.41   	 31.13   	 27.69   	 -30.52		  9.73   	  15.26		
-746.46   	-150.45   	 27.57   	 -30.52		  9.79   	  15.26		
-570.37   	-253.60   	 27.45   	 -25.43		  9.85   	  20.35		
-253.30   	-213.62   	 27.34   	 -30.52		  9.93   	  20.35		
 23.50   	-86.36   	 27.22   	 -25.43		 10.01   	  30.52		
133.97   	 16.48   	 27.12   	 -30.52		 10.13   	  35.61		
 83.92   	 28.38   	 27.00   	 -25.43		 10.27   	  35.61		
-21.97   	-29.60   	 26.90   	 -25.43		 10.42   	  40.69		
-83.01   	-87.89   	 26.80   	 -30.52		 10.58   	  55.95		
-70.19   	-100.40   	 26.67   	 -25.43		 10.80   	  55.95		
-21.67   	-75.07   	 26.57   	 -25.43		 11.03   	  61.04		
 13.73   	-47.00   	 26.47   	 -20.35		 11.27   	  66.12		
 17.09   	-38.76   	 26.39   	 -15.26		 11.54   	  86.47		
  1.22   	-45.17   	 26.33   	 -15.26		 11.88   	  86.47		
-12.21   	-53.41   	 26.27   	 -20.35		 12.23   	  76.30		
-12.82   	-56.15   	 26.19   	 -25.43		 12.53   	  96.64		
 -3.66   	-54.63   	 26.08   	 -20.35		 12.92   	 157.68		
  6.41   	-51.57   	 26.00   	 -20.35		 13.55   	 213.63		
 11.60   	-49.13   	 25.92   	 -20.35		 14.40   	 233.98		
 10.07   	-49.44   	 25.84   	 -25.43		 15.34   	 223.80		
  5.80   	-51.57   	 25.74   	 -25.43		 16.24   	 203.46		
  2.75   	-52.49   	 25.64   	 -20.35		 17.05   	 203.46		
  3.05   	-50.35   	 25.55   	 -20.35		 17.86   	 213.63		
  6.10   	-46.39   	 25.47   	 -15.26		 18.72   	 218.72		
  9.77   	-42.42   	 25.41   	 -20.35		 19.59   	 457.78		
 12.82   	-39.37   	 25.33   	 -25.43		 21.42   	 223.80		
 11.60   	-38.76   	 25.23   	 -15.26		 22.32   	 213.63		
  9.46   	-37.54   	 25.17   	 -20.35		 23.17   	 203.46		
  7.32   	-36.01   	 25.09   	 -15.26		 23.99   	 208.54		
  6.41   	-33.87   	 25.03   	 -15.26		 24.82   	 188.20		
  6.41   	-31.74   	 24.96   	 -15.26		 25.57   	 178.03		
  6.71   	-29.30   	 24.90   	 -10.17		 26.29   	 167.85		
  7.32   	-26.25   	 24.86   	  -5.09		 26.96   	 157.68		
  7.32   	-23.19   	 24.84(D)	  10.17		 27.59   	 142.42		
  6.71   	-20.45   	 24.88   	  15.26		 28.16   	 137.33		
  6.10   	-18.92   	 24.94   	  30.52		 28.71   	 116.99		
  5.80   	-18.31   	 25.07   	  50.86		 29.18   	 101.73		
  6.10   	-17.70   	 25.27   	  71.21		 29.58   	  91.56		
  7.32   	-16.17   	 25.55   	  96.64		 29.95   	  96.64		
  8.54   	-13.73   	 25.94   	 116.99		 30.34   	  86.47		
  9.16   	-11.29   	 26.41   	 142.42		 30.68   	  81.38		
  9.46   	 -8.85   	 26.98   	 162.77		 31.01   	  76.30		
  8.85   	 -6.71   	 27.63   	 188.20		 31.31   	  71.21		
  8.24   	 -4.88   	 28.38   	 208.54		 31.60   	  81.38		
  7.63   	 -2.44   	 29.22   	 223.80		 31.92   	  71.21		
  7.63   	  0.31   	 30.11   	 244.15		 32.21   	  76.30		
  7.63   	  2.75   	 31.09   	 259.41		 32.51   	  76.30		
  7.63   	  4.58   	 32.13   	 264.50		 32.82   	  81.38		
  6.71   	  6.10   	 33.18   	 274.67		 33.14   	  71.21		
  4.88   	  7.63   	 34.28   	 330.62		 33.43   	 152.59		
  0.00   	 12.51   	 35.61   	 325.53		 34.04   	  76.30		
 -1.53   	 16.48   	 36.91   	 325.53		 34.34   	  81.38		
 -1.53   	 19.84   	 38.21   	 320.45		 34.67   	  71.21		
 -0.61   	 22.58   	 39.49   	 310.27		 34.95   	  55.95		
  0.00   	 23.80   	 40.73   	 310.27		 35.18   	  50.86		
  0.31   	 24.11   	 41.97   	 300.10		 35.38   	  61.04		
 -0.61   	 25.02   	 43.17   	 284.84		 35.63   	  55.95		
 -1.53   	 27.16   	 44.31   	 269.58		 35.85   	  45.78		
 -2.44   	 31.13   	 45.39   	 254.32		 36.03   	  45.78		
 -2.75   	 36.32   	 46.41   	 233.98		 36.22   	  35.61		
 -3.36   	 40.89   	 47.34   	 223.80		 36.36   	  30.52		
 -4.27   	 44.56   	 48.24   	 198.37		 36.48   	  25.43		
 -5.49   	 47.30   	 49.03   	 188.20		 36.58   	  20.35		
 -7.02   	 50.35   	 49.79   	 157.68		 36.66   	  20.35		
 -8.24   	 54.93   	 50.42   	 142.42		 36.74   	   5.09		
 -9.46   	 61.34   	 50.99   	 116.99		 36.76   	   5.09		
-10.38   	 68.36   	 51.45   	  96.64		 36.79   	   5.09		
-10.99   	 75.07   	 51.84   	  81.38		 36.81   	  -5.09		
-11.29   	 81.79   	 52.17   	  66.12		 36.79   	 -10.17		
-11.60   	 88.20   	 52.43   	  50.86		 36.74   	 -20.35		
-11.60   	 95.52   	 52.63   	  30.52		 36.66   	 -25.43		
-11.29   	104.06   	 52.76   	  15.26		 36.56   	 -35.61		
 -9.46   	113.53   	 52.82   	  10.17		 36.42   	 -45.78		
 -5.49   	123.60   	 52.86   	   0.00		 36.24   	 -50.86		
  0.92   	133.06   	 52.86   	 -20.35		 36.03   	-116.99		
 18.01   	143.13   	 52.78   	 -35.61		 35.56   	 -76.30		
 26.25   	139.16   	 52.63   	 -40.69		 35.26   	 -86.47		
 31.43   	128.17   	 52.47   	 -45.78		 34.91   	 -91.56		
 33.26   	111.69   	 52.29   	 -55.95		 34.55   	-111.90		
 32.65   	 93.69   	 52.06   	 -61.04		 34.10   	-137.33		
 31.43   	 76.90   	 51.82   	 -66.12		 33.55   	-152.59		
 30.82   	 63.17   	 51.56   	 -71.21		 32.94   	-172.94		
 31.13   	 51.88   	 51.27   	 -81.38		 32.25   	-198.37		
 31.43   	 41.81   	 50.95   	 -76.30		 31.45   	-223.80		
 30.82   	 32.65   	 50.64   	 -86.47		 30.56   	-244.15		
 28.99   	 24.11   	 50.29   	  N/A		 29.58   	  N/A		
