SAMPLE NUMBER:   8
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec
ECG UNITS:       uV
ECG RESOLUTION:  0.3051758 uV/unit

------------------------- Begin Data -------------------------
  II     	  III     	  RV     	  RV'		  AO     	  AO'		  LPV     	  LPV'		
-40.28   	-40.89   	 84.62   	-249.24		100.71   	 -81.38		  4.86   	   5.09		
-38.15   	-38.76   	 83.62   	-325.53		100.39   	 -86.47		  4.88   	  10.17		
-36.62   	-37.54   	 82.32   	-417.09		100.04   	 -91.56		  4.92   	  20.35		
-36.01   	-36.62   	 80.65   	-523.90		 99.67   	-101.73		  5.01   	  30.52		
-35.40   	-36.01   	 78.56   	-645.98		 99.27   	-106.82		  5.13   	  40.69		
-34.18   	-34.48   	 75.97   	-768.05		 98.84   	-116.99		  5.29   	  40.69		
-31.74   	-31.74   	 72.90   	-895.22		 98.37   	-127.16		  5.45   	  50.86		
-29.30   	-29.30   	 69.32   	-1032.55		 97.86   	-142.42		  5.66   	  40.69		
-26.25   	-25.94   	 65.19   	-1129.19		 97.29   	-157.68		  5.82   	  20.35		
-23.80   	-23.50   	 60.67   	-1210.58		 96.66   	-162.77		  5.90   	  10.17		
-21.67   	-21.36   	 55.83   	-1251.27		 96.01   	-183.11		  5.94   	  10.17		
-20.45   	-20.14   	 50.82   	-1261.44		 95.28   	-193.29		  5.98   	  15.26		
-19.53   	-19.53   	 45.78   	-1236.01		 94.51   	-208.54		  6.04   	  10.17		
-18.31   	-18.31   	 40.83   	-1190.23		 93.67   	-218.72		  6.08   	  10.17		
-16.17   	-15.87   	 36.07   	-1113.93		 92.80   	-228.89		  6.12(V)	  -5.09		
-14.95   	-14.65   	 31.62   	-1022.38		 91.88   	-233.98		  6.10   	 -10.17		
-15.26   	-14.95   	 27.53   	-920.65		 90.95   	-249.24		  6.06   	 -15.26		
-18.01   	-17.70   	 23.85   	-803.66		 89.95   	-249.24		  6.00   	  -5.09		
-21.67   	-21.36   	 20.63   	-681.58		 88.95   	-259.41		  5.98   	  -5.09		
-24.72   	-24.41   	 17.90   	-574.77		 87.91   	-264.50		  5.96   	 -10.17		
-25.63   	-25.02   	 15.61   	-467.95		 86.86   	-269.58		  5.92   	 -10.17		
-25.33   	-24.72   	 13.73   	-371.31		 85.78   	-269.58		  5.88   	 -10.17		
-23.80   	-23.19   	 12.25   	-284.84		 84.70   	-264.50		  5.84   	 -25.43		
-21.36   	-21.06   	 11.11   	-218.72		 83.64   	-264.50		  5.74   	 -40.69		
-18.92   	-18.62   	 10.23   	-162.77		 82.58   	-254.32		  5.57   	 -40.69		
-16.48   	-16.17   	  9.58   	-127.16		 81.57   	-244.15		  5.41   	 -35.61		
-14.95   	-14.34   	  9.07   	 -96.64		 80.59   	-233.98		  5.27   	 -30.52		
-13.73   	-13.43   	  8.69   	 -91.56		 79.65   	-223.80		  5.15   	 -30.52		
-12.82   	-12.51   	  8.32   	 -91.56		 78.76   	-203.46		  5.03   	 -40.69		
-13.43   	-13.12   	  7.96   	 -96.64		 77.94   	-198.37		  4.86   	 -61.04		
-15.87   	-15.56   	  7.57   	-116.99		 77.15   	-178.03		  4.62   	 -55.95		
-19.84   	-19.53   	  7.10   	-132.25		 76.44   	-172.94		  4.39   	 -40.69		
-24.11   	-23.80   	  6.57   	-152.59		 75.75   	-157.68		  4.23   	 -30.52		
-26.55   	-26.25   	  5.96   	-167.85		 75.12   	-147.51		  4.11   	 -25.43		
-26.55   	-26.25   	  5.29   	-178.03		 74.53   	-137.33		  4.01   	 -35.61		
-25.33   	-24.72   	  4.58   	-193.29		 73.98   	-132.25		  3.87   	 -40.69		
-24.11   	-23.50   	  3.80   	-203.46		 73.45   	-127.16		  3.70   	 -30.52		
-24.11   	-23.50   	  2.99   	-223.80		 72.94   	-116.99		  3.58   	  -5.09		
-25.02   	-25.02   	  2.10   	-223.80		 72.47   	-111.90		  3.56   	   5.09		
-24.72   	-25.02   	  1.20   	-198.37		 72.02   	-106.82		  3.58   	   0.00		
-18.31   	-18.92   	  0.41   	-178.03		 71.60   	-101.73		  3.58   	   5.09		
 -1.53   	 -1.83   	 -0.31   	-147.51		 71.19   	 -96.64		  3.60   	  10.17		
 24.11   	 24.11   	 -0.90   	-106.82		 70.80   	 -91.56		  3.64   	  10.17		
 51.57   	 51.88   	 -1.32   	 -66.12		 70.44   	 -86.47		  3.68   	  20.35		
 72.02   	 72.33   	 -1.59   	 -15.26		 70.09   	 -81.38		  3.76   	  25.43		
 81.18   	 81.18   	 -1.65(D)	  20.35		 69.77   	 -71.21		  3.87   	  40.69		
 82.40   	 82.40   	 -1.57   	  71.21		 69.48   	 -71.21		  4.03   	  40.69		
 81.48   	 81.79   	 -1.28   	 106.82		 69.20   	 -61.04		  4.19   	  30.52		
 82.40   	 82.70   	 -0.85   	 137.33		 68.95   	 -55.95		  4.31   	  15.26		
 84.23   	 84.53   	 -0.31   	 167.85		 68.73   	 -50.86		  4.37   	  15.26		
 83.31   	 83.62   	  0.37   	 183.11		 68.52   	 -40.69		  4.44   	  15.26		
 76.60   	 76.60   	  1.10   	 193.29		 68.36   	 -40.69		  4.50   	  35.61		
 63.17   	 63.17   	  1.87   	 193.29		 68.20   	 -35.61		  4.64   	  45.78		
 44.86   	 44.86   	  2.64   	 178.03		 68.06   	 -35.61		  4.82   	  45.78		
 25.63   	 25.94   	  3.36   	 167.85		 67.91   	 -30.52		  5.01   	  40.69		
 10.38   	 10.99   	  4.03   	 142.42		 67.79   	 -25.43		  5.17   	  25.43		
  1.83   	  2.44   	  4.60   	 122.07		 67.69   	 -25.43		  5.27   	  25.43		
 -2.75   	 -2.44   	  5.09   	  96.64		 67.59   	 -30.52		  5.37   	  40.69		
 -9.77   	 -9.46   	  5.47   	  71.21		 67.47   	 -25.43		  5.53   	  55.95		
-22.58   	-22.58   	  5.76   	  45.78		 67.36   	 -30.52		  5.76   	  55.95		
-39.37   	-39.06   	  5.94   	  30.52		 67.24   	 -30.52		  5.98   	  61.04		
-54.02   	-53.71   	  6.06   	  10.17		 67.12   	 -30.52		  6.23   	  55.95		
-62.56   	-61.95   	  6.10   	  -5.09		 67.00   	 -35.61		  6.45   	  71.21		
-65.92   	-65.00   	  6.08   	 -10.17		 66.86   	 -35.61		  6.73   	  71.21		
-66.83   	-65.92   	  6.04   	 -20.35		 66.71   	 -35.61		  7.02   	  71.21		
-68.05   	-67.44   	  5.96   	 -30.52		 66.57   	 -35.61		  7.30   	  61.04		
-70.19   	-69.58   	  5.84   	 -35.61		 66.43   	 -35.61		  7.55   	  55.95		
-72.63   	-72.33   	  5.70   	 -35.61		 66.29   	 -40.69		  7.77   	  61.04		
-74.77   	-74.46   	  5.55   	 -30.52		 66.12   	 -40.69		  8.02   	  61.04		
-75.99   	-75.68   	  5.43   	 -25.43		 65.96   	 -40.69		  8.26   	  50.86		
-75.99   	-75.68   	  5.33   	 -10.17		 65.80   	 -45.78		  8.46   	  30.52		
-74.46   	-74.16   	  5.29   	  15.26		 65.62   	 -40.69		  8.59   	  10.17		
-73.85   	-73.85   	  5.35   	  45.78		 65.45   	 -45.78		  8.63(A)	 -10.17		
-76.60   	-76.60   	  5.53   	  76.30		 65.27   	 -45.78		  8.59   	 -30.52		
-85.14   	-85.14   	  5.84   	 111.90		 65.09   	 -40.69		  8.46   	 -45.78		
-98.57   	-98.57   	  6.29   	 142.42		 64.92   	 -50.86		  8.28   	 -61.04		
-108.03   	-108.03   	  6.86   	 167.85		 64.72   	 -45.78		  8.04   	 -66.12		
-96.44   	-96.44   	  7.53   	 183.11		 64.54   	 -50.86		  7.77   	 -61.04		
-41.81   	-42.11   	  8.26   	 178.03		 64.33   	 -55.95		  7.53   	 -61.04		
 71.72   	 71.11   	  8.97   	 172.94		 64.11   	 -50.86		  7.28   	 -61.04		
225.22   	224.91   	  9.66   	 142.42		 63.91   	 -61.04		  7.04   	 -40.69		
350.04   	350.04   	 10.23   	  91.56		 63.66   	 -66.12		  6.88   	 -30.52		
198.06   	198.97   	 10.60   	  55.95		 63.40   	 -71.21		  6.75   	   5.09		
-130.92   	-130.00   	 10.82   	  15.26		 63.11   	 -66.12		  6.78   	  10.17		
-517.27   	-516.36   	 10.89   	 -20.35		 62.85   	 -71.21		  6.82   	  15.26		
-803.22   	-802.61   	 10.80   	 -45.78		 62.56   	 -66.12		  6.88   	  15.26		
-868.23   	-867.92(R)	 10.62(E)	 -81.38		 62.30   	 -71.21		  6.94   	  15.26		
-693.66   	-693.66   	 10.29   	 -96.64		 62.01   	 -66.12		  7.00   	  25.43		
-377.81   	-377.81   	  9.91   	-111.90		 61.75   	 -66.12		  7.10   	  15.26		
-79.96   	-79.96   	  9.46   	-111.90		 61.49   	 -61.04		  7.16   	   0.00		
 75.38   	 75.38   	  9.01   	 -91.56		 61.24   	 -61.04		  7.16   	 -20.35		
 69.89   	 69.89   	  8.65   	 -55.95		 61.00   	 -61.04		  7.08   	 -20.35		
-20.45   	-20.45   	  8.42   	  10.17		 60.75   	 -61.04		  7.00   	 -35.61		
-96.44   	-96.74   	  8.46   	 106.82		 60.51   	 -61.04		  6.86   	 -61.04		
-107.73   	-108.03   	  8.89   	 223.80		 60.26   	 -55.95		  6.61   	 -71.21		
-68.66   	-68.97   	  9.79   	 356.05		 60.04   	 -61.04		  6.33   	 -66.12		
-25.33   	-25.63   	 11.21   	 503.56		 59.80   	 -55.95		  6.06   	 -55.95		
 -9.46   	 -9.46   	 13.22   	 651.07		 59.57   	 -55.95		  5.84   	 -61.04		
-19.53   	-19.53   	 15.83   	 798.57		 59.35   	 -61.04		  5.60   	 -66.12		
-35.71   	-35.71   	 19.02   	 925.73		 59.10   	 -55.95		  5.33   	 -71.21		
-42.42   	-42.42   	 22.73   	1027.46		 58.88   	 -61.04		  5.05   	 -55.95		
-38.76   	-39.06   	 26.84   	1134.28		 58.64   	 -61.04		  4.82   	 -40.69		
-31.13   	-31.13   	 31.37   	1246.18		 58.39   	 -55.95		  4.66   	 -30.52		
-25.02   	-25.02   	 36.36   	1302.13		 58.17   	 -61.04		  4.54   	 -20.35		
-21.97   	-21.67   	 41.57   	1225.83		 57.92   	 -61.04		  4.46   	   0.00		
-21.36   	-20.75   	 46.47   	1098.67		 57.68   	 -61.04		  4.46   	  -5.09		
-19.84   	-19.53   	 50.86   	 890.13		 57.44   	 -61.04		  4.44   	 -91.56		
-12.82   	-12.82   	 54.43   	 676.50		 57.19   	 -66.12		  4.07   	 -45.78		
-11.29   	-11.29   	 57.13   	 473.04		 56.93   	 -66.12		  3.89   	 -20.35		
-13.73   	-13.73   	 59.02   	 295.01		 56.66   	 -61.04		  3.80   	 -15.26		
-16.48   	-16.48   	 60.20   	 137.33		 56.42   	 -61.04		  3.74   	 -25.43		
-16.48   	-16.48   	 60.75   	  25.43		 56.17   	 -55.95		  3.64   	 -35.61		
-12.51   	-12.51   	 60.85   	 -55.95		 55.95   	 -61.04		  3.50   	 -40.69		
 -6.41   	 -6.10   	 60.63   	-101.73		 55.71   	 -55.95		  3.34   	 -40.69		
 -1.53   	 -1.22   	 60.22   	-101.73		 55.48   	 -55.95		  3.17   	 -45.78		
  1.22   	  1.83   	 59.82   	 -76.30		 55.26   	 -55.95		  2.99   	 -40.69		
  3.66   	  4.27   	 59.51   	 -15.26		 55.04   	 -50.86		  2.83   	 -30.52		
  8.85   	  9.46   	 59.45   	  66.12		 54.83   	 -50.86		  2.71   	 -20.35		
 17.40   	 18.01   	 59.71   	 157.68		 54.63   	 -50.86		  2.62   	 -20.35		
 28.69   	 29.30   	 60.35   	 249.24		 54.43   	 -45.78		  2.54   	 -20.35		
 42.42   	 42.72   	 61.34   	 340.79		 54.24   	 -45.78		  2.46   	 -25.43		
 58.29   	 58.29   	 62.71   	 422.18		 54.06   	 -35.61		  2.36   	 -15.26		
 75.99   	 75.99   	 64.39   	 488.30		 53.92   	 -25.43		  2.30   	 -15.26		
 94.60   	 94.60   	 66.35   	 534.08		 53.81   	 -10.17		  2.24   	 -15.26		
112.92   	113.22   	 68.48   	 554.42		 53.77(D)	  10.17		  2.18   	 -10.17		
130.62   	131.23   	 70.70   	 549.34		 53.81   	  40.69		  2.14   	   0.00		
147.71   	148.32   	 72.90   	 528.99		 53.98   	  71.21		  2.14   	  -5.09		
163.27   	163.88   	 75.01   	 488.30		 54.26   	 116.99		  2.12   	 -10.17		
176.39   	176.70   	 76.97   	 427.26		 54.73   	 162.77		  2.08   	 -15.26		
186.77   	187.07   	 78.68   	 371.31		 55.38   	 218.72		  2.01   	  -5.09		
195.92   	195.92   	 80.16   	 300.10		 56.26   	 269.58		  1.99   	   0.00		
206.60   	206.60   	 81.36   	 193.29		 57.33   	 422.18		  1.99   	  20.35		
232.85   	232.54   	 82.14   	 142.42		 59.02   	 462.87		  2.08   	  25.43		
241.09   	240.78   	 82.71   	  96.64		 60.87   	 498.47		  2.18   	  20.35		
241.39   	241.39   	 83.09   	  66.12		 62.87   	 528.99		  2.26   	  20.35		
232.24   	232.54   	 83.36   	  50.86		 64.98   	 559.51		  2.34   	  25.43		
215.45   	216.06   	 83.56   	  45.78		 67.22   	 574.77		  2.44   	  30.52		
193.48   	193.79   	 83.74   	  50.86		 69.52   	 590.03		  2.56   	  30.52		
167.24   	167.54   	 83.95   	  66.12		 71.88   	 595.11		  2.69   	  25.43		
137.94   	137.94   	 84.21   	  86.47		 74.26   	 600.20		  2.79   	  15.26		
106.51   	106.51   	 84.56   	 111.90		 76.66   	 590.03		  2.85   	  20.35		
 75.07   	 75.38   	 85.00   	 137.33		 79.02   	 584.94		  2.93   	  25.43		
 46.39   	 47.00   	 85.55   	 162.77		 81.36   	 569.68		  3.03   	  40.69		
 21.06   	 21.97   	 86.21   	 178.03		 83.64   	 554.42		  3.19   	  35.61		
 -0.61   	  0.00   	 86.92   	 193.29		 85.86   	 528.99		  3.34   	  30.52		
-19.84   	-19.23   	 87.69   	 193.29		 87.98   	 503.56		  3.46   	  20.35		
-36.93   	-36.62   	 88.46   	 188.20		 89.99   	 467.95		  3.54   	  35.61		
-49.74   	-49.44   	 89.22   	 172.94		 91.86   	 437.43		  3.68   	  50.86		
-57.68   	-57.37   	 89.91   	 147.51		 93.61   	 391.66		  3.89   	  55.95		
-60.73   	-60.42   	 90.50   	 122.07		 95.18   	 356.05		  4.11   	  40.69		
-62.56   	-61.95   	 90.99   	  86.47		 96.60   	 310.27		  4.27   	  20.35		
-65.31   	-64.70   	 91.33   	  55.95		 97.84   	 269.58		  4.35   	  20.35		
-69.27   	-68.36   	 91.56   	  20.35		 98.92   	 223.80		  4.44   	  30.52		
-72.94   	-72.33   	 91.64(S)	  -5.09		 99.82   	 178.03		  4.56   	  45.78		
-74.46   	-73.85   	 91.62   	 -40.69		100.53   	 142.42		  4.74   	  45.78		
-74.46   	-74.16   	 91.45   	 -55.95		101.10   	 101.73		  4.92   	  30.52		
-74.16   	-73.85   	 91.23   	 -71.21		101.51   	  66.12		  5.05   	  20.35		
-72.94   	-72.33   	 90.95   	 -81.38		101.77   	  40.69		  5.13   	  25.43		
-71.11   	-70.50   	 90.62   	 -86.47		101.93   	  10.17		  5.23   	  30.52		
-68.66   	-68.05   	 90.27   	 -81.38		101.97(S)	  -5.09		  5.35   	  35.61		
-66.53   	-65.92   	 89.95   	 -86.47		101.95   	 -20.35		  5.49   	  35.61		
-66.83   	-66.22   	 89.60   	 -76.30		101.87   	 -25.43		  5.64   	  25.43		
-68.97   	-68.36   	 89.30   	 -76.30		101.77   	 -35.61		  5.74   	  15.26		
-71.41   	-70.80   	 88.99   	 -71.21		101.63   	 -30.52		  5.80   	  15.26		
-72.33   	-71.72   	 88.71   	 -71.21		101.51   	 -35.61		  5.86   	  25.43		
-72.02   	-71.41   	 88.42   	 -86.47		101.36   	 -30.52		  5.96   	  30.52		
-71.41   	-71.11   	 88.08   	-116.99		101.24   	 -30.52		  6.08   	  30.52		
-71.72   	-71.41   	 87.61   	-147.51		101.12   	 -25.43		  6.21   	  15.26		
-73.55   	-72.94   	 87.02   	-203.46		101.02   	 -30.52		  6.27   	  15.26		
-75.99   	-75.38   	 86.21   	-279.75		100.89   	 -35.61		  6.33   	  15.26		
-77.82   	-76.90   	 85.09   	-361.14		100.75   	 -35.61		  6.39   	  25.43		
-78.13   	-77.21   	 83.64   	-478.13		100.61   	 -50.86		  6.49   	  30.52		
-76.29   	-75.68   	 81.73   	-579.86		100.41   	 -55.95		  6.61   	  35.61		
-72.94   	-72.63   	 79.41   	-691.76		100.18   	 -76.30		  6.75   	  40.69		
-68.66   	-68.36   	 76.64   	-818.92		 99.88   	 -91.56		  6.92   	  45.78		
-63.78   	-63.78   	 73.37   	-956.25		 99.51   	-106.82		  7.10   	  50.86		
-58.29   	-58.29   	 69.54   	-1063.07		 99.08   	-122.07		  7.30   	  30.52		
-51.88   	-51.88   	 65.29   	-1149.54		 98.60   	-142.42		  7.43   	  15.26		
-45.47   	-45.47   	 60.69   	-1210.58		 98.03   	-162.77		  7.49   	  -5.09		
-40.59   	-40.28   	 55.85   	-1230.92		 97.37   	-178.03		  7.47   	   5.09		
-38.15   	-37.84   	 50.93   	-1225.83		 96.66   	-193.29		  7.49   	  20.35		
-36.32   	-36.01   	 46.02   	-1190.23		 95.89   	-208.54		  7.57   	  25.43		
-34.18   	-33.87   	 41.26   	-1129.19		 95.06   	-223.80		  7.67   	  15.26		
-30.52   	-30.21   	 36.74   	-1042.72		 94.16   	-233.98		  7.73(V)	   0.00		
-25.63   	-25.33   	 32.57   	-946.08		 93.22   	-244.15		  7.73   	  -5.09		
-20.14   	-19.84   	 28.79   	-839.26		 92.25   	-254.32		  7.71   	   5.09		
-13.73   	-13.43   	 25.43   	-727.36		 91.23   	-264.50		  7.73   	   0.00		
 -6.71   	 -6.10   	 22.52   	-615.46		 90.17   	-269.58		  7.73   	   0.00		
 -0.61   	  0.31   	 20.06   	-508.65		 89.09   	-274.67		  7.73   	 -10.17		
  4.58   	  5.49   	 18.03   	-412.00		 88.00   	-269.58		  7.69   	 -15.26		
  9.46   	 10.07   	 16.38   	-335.71		 86.92   	-274.67		  7.63   	 -15.26		
 17.70   	 18.31   	 15.04   	-274.67		 85.82   	-264.50		  7.57   	 -25.43		
 32.04   	 32.65   	 13.94   	-218.72		 84.76   	-254.32		  7.47   	 -30.52		
 52.80   	 53.41   	 13.06   	-183.11		 83.74   	-244.15		  7.34   	 -35.61		
 75.99   	 76.60   	 12.33   	-157.68		 82.77   	-233.98		  7.20   	 -25.43		
 97.05   	 97.66   	 11.70   	-137.33		 81.83   	-213.63		  7.10   	 -30.52		
112.00   	112.61   	 11.15   	-132.25		 80.98   	-203.46		  6.98   	 -45.78		
119.63   	119.93   	 10.62   	-127.16		 80.16   	-183.11		  6.80   	 -55.95		
121.15   	121.15   	 10.11   	-137.33		 79.43   	-172.94		  6.57   	 -50.86		
119.02   	119.02   	  9.56   	-137.33		 78.74   	-162.77		  6.37   	 -25.43		
114.44   	114.75   	  9.01   	-147.51		 78.09   	-152.59		  6.27   	 -10.17		
108.64   	109.25   	  8.42   	-152.59		 77.48   	-137.33		  6.23   	 -25.43		
102.23   	102.84   	  7.81   	-157.68		 76.93   	-132.25		  6.12   	 -45.78		
 94.60   	 95.52   	  7.18   	-152.59		 76.40   	-127.16		  5.94   	 -35.61		
 85.45   	 86.06   	  6.57   	-152.59		 75.89   	-116.99		  5.80   	   0.00		
 73.85   	 74.16   	  5.96   	-147.51		 75.42   	-111.90		  5.80   	  35.61		
 60.12   	 60.12   	  5.37   	-152.59		 74.97   	-106.82		  5.94   	  50.86		
 45.78   	 45.47   	  4.76   	-157.68		 74.55   	-101.73		  6.14   	  35.61		
 32.65   	 32.35   	  4.13   	-167.85		 74.14   	 -96.64		  6.29   	  40.69		
 20.75   	 20.75   	  3.46   	-157.68		 73.75   	 -91.56		  6.45   	  61.04		
  9.77   	  9.77   	  2.83   	-132.25		 73.39   	 -81.38		  6.69   	  76.30		
 -1.83   	 -2.14   	  2.30   	 -91.56		 73.06   	 -81.38		  7.00   	  86.47		
-11.90   	-12.51   	  1.93   	 -55.95		 72.74   	 -71.21		  7.34   	  86.47		
-18.92   	-19.84   	  1.71   	 -25.43		 72.45   	 -66.12		  7.69   	  71.21		
-21.36   	-22.28   	  1.61(D)	   5.09		 72.19   	 -61.04		  7.98   	  66.12		
-20.14   	-20.75   	  1.63   	  35.61		 71.94   	 -55.95		  8.24   	  76.30		
-18.01   	-18.31   	  1.77   	  55.95		 71.72   	 -45.78		  8.55   	  91.56		
-17.40   	-17.09   	  1.99   	  81.38		 71.54   	 -40.69		  8.91   	  81.38		
-18.92   	-18.62   	  2.32   	  96.64		 71.37   	 -35.61		  9.24   	  71.21		
-21.97   	-21.67   	  2.71   	 111.90		 71.23   	 -35.61		  9.52   	  61.04		
-23.80   	-23.50   	  3.15   	 127.16		 71.09   	 -25.43		  9.77   	  45.78		
-24.41   	-24.41   	  3.66   	 142.42		 70.99   	 -30.52		  9.95   	  40.69		
-24.41   	-24.41   	  4.23   	 152.59		 70.86   	 -25.43		 10.11   	  35.61		
-24.11   	-24.11   	  4.84   	 172.94		 70.76   	 -20.35		 10.25   	  25.43		
-25.94   	-25.63   	  5.53   	 178.03		 70.68   	 -20.35		 10.36   	  10.17		
-30.82   	-30.52   	  6.25   	 188.20		 70.60   	 -25.43		 10.40(A)	 -15.26		
-39.37   	-39.06   	  7.00   	 183.11		 70.50   	 -25.43		 10.34   	 -30.52		
-46.69   	-46.69   	  7.73   	 183.11		 70.40   	 -20.35		 10.21   	 -40.69		
-38.45   	-38.76   	  8.46   	 172.94		 70.32   	 -25.43		 10.05   	 -50.86		
  7.32   	  7.02   	  9.16   	 162.77		 70.21   	 -30.52		  9.85   	 -66.12		
110.78   	110.47   	  9.81   	 137.33		 70.09   	 -25.43		  9.58   	 -61.04		
267.64   	267.64   	 10.36   	 111.90		 69.99   	 -35.61		  9.34   	 -66.12		
420.84   	421.45   	 10.80   	  55.95		 69.85   	 -40.69		  9.07   	-137.33		
350.65   	351.26   	 11.03   	  20.35		 69.68   	 -45.78		  8.52   	 -61.04		
 24.72   	 25.02   	 11.11   	  -5.09		 69.50   	 -45.78		  8.28   	 -66.12		
-400.70   	-400.70   	 11.09   	 -25.43		 69.32   	 -45.78		  8.02   	 -55.95		
-743.10   	-743.10   	 10.99   	 -50.86		 69.14   	 -50.86		  7.79   	 -45.78		
-844.73   	-844.73(R)	 10.78(E)	 -55.95		 68.93   	 -45.78		  7.61   	 -25.43		
-669.86   	-669.86   	 10.56   	 -61.04		 68.75   	 -45.78		  7.51   	 -15.26		
-331.12   	-330.81   	 10.32   	 -55.95		 68.57   	 -45.78		  7.45   	  10.17		
-14.34   	-13.73   	 10.09   	 -45.78		 68.38   	 -45.78		  7.49   	  20.35		
141.60   	142.21   	  9.91   	 -20.35		 68.20   	 -45.78		  7.57   	  20.35		
123.90   	124.21   	  9.83   	  15.26		 68.02   	 -45.78		  7.65   	  15.26		
 24.72   	 25.02   	  9.89   	  55.95		 67.83   	 -40.69		  7.71   	  10.17		
-49.13   	-48.83   	 10.11   	 111.90		 67.67   	 -45.78		  7.75   	  15.26		
-52.80   	-52.49   	 10.56   	 193.29		 67.49   	 -40.69		  7.81   	  15.26		
 -8.54   	 -8.24   	 11.33   	 284.84		 67.32   	 -45.78		  7.87   	   5.09		
 34.79   	 35.10   	 12.47   	 401.83		 67.14   	 -45.78		  7.89   	 -20.35		
 48.52   	 48.52   	 14.08   	 534.08		 66.96   	 -50.86		  7.81   	 -40.69		
 36.93   	 36.93   	 16.22   	 656.15		 66.75   	 -45.78		  7.65   	 -30.52		
 20.75   	 21.06   	 18.84   	 783.31		 66.57   	 -50.86		  7.53   	 -15.26		
 13.12   	 13.43   	 21.97   	 920.65		 66.37   	 -55.95		  7.47   	 -10.17		
 14.65   	 14.95   	 25.66   	1113.93		 66.14   	 -50.86		  7.43   	 -10.17		
 19.53   	 19.84   	 30.11   	1322.48		 65.94   	 -55.95		  7.39   	 -10.17		
 21.97   	 21.97   	 35.40   	1414.03		 65.72   	 -61.04		  7.34   	  30.52		
 21.67   	 21.67   	 41.06   	1388.60		 65.47   	 -55.95		  7.47   	  66.12		
 20.45   	 20.45   	 46.61   	1342.82		 65.25   	 -61.04		  7.73   	  40.69		
 20.75   	 21.06   	 51.98   	1241.09		 65.00   	 -66.12		  7.89   	 -86.47		
 27.77   	 27.77   	 56.95   	1037.64		 64.74   	 -61.04		  7.55   	 -50.86		
 32.96   	 32.96   	 61.10   	 818.92		 64.50   	 -66.12		  7.34   	 -15.26		
 38.15   	 38.15   	 64.37   	 590.03		 64.23   	 -61.04		  7.28   	 -10.17		
 41.81   	 41.81   	 66.73   	 381.48		 63.99   	 -61.04		  7.24   	 -30.52		
 43.64   	 43.64   	 68.26   	 213.63		 63.74   	 -61.04		  7.12   	 -55.95		
 44.25   	 44.25   	 69.11   	  66.12		 63.50   	 -61.04		  6.90   	 -71.21		
 45.17   	 45.17   	 69.38   	 -30.52		 63.26   	 -66.12		  6.61   	 -76.30		
 47.00   	 47.00   	 69.26   	 -81.38		 62.99   	 -61.04		  6.31   	 -55.95		
 48.83   	 48.83   	 68.93   	-101.73		 62.75   	 -61.04		  6.08   	 -35.61		
 49.44   	 49.44   	 68.52   	 -86.47		 62.50   	 -61.04		  5.94   	 -30.52		
 48.22   	 48.22   	 68.18   	 -45.78		 62.26   	 -61.04		  5.82   	 -35.61		
 47.91   	 47.91   	 68.00   	  20.35		 62.01   	 -61.04		  5.68   	 -30.52		
 52.19   	 52.19   	 68.08   	 101.73		 61.77   	 -61.04		  5.55   	 -15.26		
 62.56   	 62.56   	 68.48   	 178.03		 61.53   	 -50.86		  5.49   	  -5.09		
 76.60   	 76.60   	 69.20   	 259.41		 61.32   	 -45.78		  5.47   	  -5.09		
 91.25   	 91.25   	 70.23   	 335.71		 61.14   	 -35.61		  5.45   	  -5.09		
104.98   	104.98   	 71.58   	 401.83		 61.00   	 -20.35		  5.43   	 -15.26		
118.10   	118.10   	 73.18   	 442.52		 60.92(D)	  10.17		  5.37   	  -5.09		
131.23   	131.53   	 74.95   	 473.04		 60.96   	  40.69		  5.35   	  15.26		
144.65   	144.96   	 76.85   	 478.13		 61.12   	  81.38		  5.41   	  15.26		
159.30   	159.61   	 78.76   	 473.04		 61.44   	 132.25		  5.47   	   5.09		
174.26   	174.56   	 80.65   	 447.61		 61.97   	 183.11		  5.49   	   0.00		
189.51   	189.82   	 82.44   	 406.92		 62.71   	 239.06		  5.49   	  -5.09		
202.64   	202.94   	 84.07   	 361.14		 63.66   	 300.10		  5.47   	  -5.09		
212.40   	212.40   	 85.51   	 289.93		 64.86   	 447.61		  5.45   	 -15.26		
220.95   	220.64   	 86.67   	 228.89		 66.65   	 493.39		  5.39   	  -5.09		
221.86   	221.56   	 87.59   	 178.03		 68.63   	 528.99		  5.37   	 -10.17		
222.47   	222.17   	 88.30   	 127.16		 70.74   	 554.42		  5.33   	 -15.26		
221.86   	221.56   	 88.81   	  96.64		 72.96   	 574.77		  5.27   	  -5.09		
217.29   	217.29   	 89.20   	  71.21		 75.26   	 590.03		  5.25   	  -5.09		
205.38   	205.99   	 89.48   	  55.95		 77.62   	 600.20		  5.23   	  -5.09		
184.33   	184.94   	 89.70   	  55.95		 80.02   	 595.11		  5.21   	 -10.17		
153.81   	154.42   	 89.93   	  55.95		 82.40   	 590.03		  5.17   	   5.09		
117.80   	118.41   	 90.15   	  66.12		 84.76   	 579.86		  5.19   	  20.35		
 81.18   	 81.48   	 90.42   	  81.38		 87.08   	 559.51		  5.27   	  25.43		
