SAMPLE NUMBER:   24
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec
ECG UNITS:       uV
ECG RESOLUTION:  0.3051758 uV/unit

------------------------- Begin Data -------------------------
  I     	  II     	  RV     	  RV'		  RRA     	  RRA'		
-10.38   	-113.53   	 38.56   	 -35.61		 80.73   	  55.95		
 -9.16   	-122.38   	 38.41   	 -35.61		 80.96   	  35.61		
 -6.10   	-127.26   	 38.27   	 -40.69		 81.10   	  20.35		
 -4.27   	-129.39   	 38.11   	 -45.78		 81.18   	   5.09		
 -6.10   	-130.31   	 37.92   	 -55.95		 81.20(S)	 -10.17		
 -9.16   	-130.62   	 37.70   	 -66.12		 81.16   	 -25.43		
-10.38   	-130.92   	 37.44   	 -81.38		 81.06   	 -35.61		
 -8.54   	-130.62   	 37.11   	 -91.56		 80.92   	 -45.78		
 -4.58   	-128.78   	 36.74   	-106.82		 80.73   	 -55.95		
 -0.61   	-125.12   	 36.32   	-122.07		 80.51   	 -66.12		
  0.61   	-121.77   	 35.83   	-142.42		 80.24   	 -76.30		
 -1.53   	-121.46   	 35.26   	-152.59		 79.94   	 -76.30		
 -5.49   	-124.51   	 34.65   	-157.68		 79.63   	 -86.47		
 -9.16   	-129.70   	 34.02   	-167.85		 79.29   	 -91.56		
-11.90   	-134.58   	 33.35   	-172.94		 78.92   	 -91.56		
-14.04   	-137.02   	 32.66   	-167.85		 78.56   	 -96.64		
-14.95   	-136.72   	 31.98   	-162.77		 78.17   	 -96.64		
-15.87   	-134.89   	 31.33   	-157.68		 77.78   	-101.73		
-16.48   	-133.06   	 30.70   	-152.59		 77.38   	-101.73		
-16.48   	-130.31   	 30.09   	-152.59		 76.97   	-101.73		
-15.26   	-126.34   	 29.48   	-147.51		 76.56   	-101.73		
-14.04   	-122.07   	 28.89   	-152.59		 76.15   	-101.73		
-13.12   	-117.49   	 28.28   	-152.59		 75.75   	-106.82		
-11.90   	-113.22   	 27.67   	-162.77		 75.32   	-106.82		
 -9.46   	-108.34   	 27.02   	-172.94		 74.89   	-106.82		
 -5.80   	-104.37   	 26.33   	-178.03		 74.47   	-111.90		
 -3.05   	-103.45   	 25.62   	-193.29		 74.02   	-106.82		
 -2.14   	-105.29   	 24.84   	-203.46		 73.59   	-116.99		
 -2.44   	-108.95   	 24.03   	-208.54		 73.12   	-116.99		
 -3.66   	-112.00   	 23.19   	-223.80		 72.65   	-116.99		
 -4.58   	-114.14   	 22.30   	-223.80		 72.19   	-122.07		
 -6.10   	-116.27   	 21.40   	-233.98		 71.70   	-127.16		
 -7.32   	-118.71   	 20.47   	-233.98		 71.19   	-127.16		
 -7.63   	-120.85   	 19.53   	-239.06		 70.68   	-132.25		
 -7.63   	-122.38   	 18.58   	-233.98		 70.15   	-137.33		
 -7.63   	-123.29   	 17.64   	-223.80		 69.60   	-132.25		
 -8.85   	-124.21   	 16.74   	-223.80		 69.07   	-142.42		
-10.07   	-125.12   	 15.85   	-208.54		 68.50   	-137.33		
 -9.77   	-123.90   	 15.02   	-193.29		 67.95   	-142.42		
 -7.63   	-121.46   	 14.24   	-183.11		 67.39   	-142.42		
 -6.10   	-120.54   	 13.51   	-167.85		 66.82   	-142.42		
 -8.24   	-123.60   	 12.84   	-147.51		 66.25   	-142.42		
-12.21   	-129.09   	 12.25   	-137.33		 65.68   	-142.42		
-15.26   	-133.67   	 11.70   	-116.99		 65.11   	-137.33		
-15.26   	-134.28   	 11.23   	-101.73		 64.56   	-132.25		
-13.12   	-131.23   	 10.82   	 -91.56		 64.03   	-127.16		
-12.21   	-128.78   	 10.46   	 -81.38		 63.52   	-127.16		
-14.65   	-130.62   	 10.13   	 -71.21		 63.01   	-122.07		
-18.92   	-135.50   	  9.85   	 -61.04		 62.52   	-111.90		
-20.45   	-138.85   	  9.60   	 -55.95		 62.08   	-111.90		
-18.31   	-138.24   	  9.38   	 -50.86		 61.63   	-101.73		
-14.65   	-134.28   	  9.18   	 -45.78		 61.22   	 -96.64		
-13.12   	-129.70   	  8.99   	 -40.69		 60.83   	 -91.56		
-14.04   	-126.65   	  8.83   	 -40.69		 60.47   	 -81.38		
-15.87   	-124.21   	  8.67   	 -35.61		 60.14   	 -76.30		
-15.26   	-120.54   	  8.52   	 -30.52		 59.84   	 -66.12		
-12.82   	-116.58   	  8.40   	 -35.61		 59.57   	 -55.95		
-10.68   	-114.14   	  8.26   	 -25.43		 59.35   	 -50.86		
-10.07   	-114.14   	  8.16   	 -25.43		 59.15   	 -45.78		
 -8.54   	-113.53   	  8.06   	 -20.35		 58.96   	 -35.61		
 -4.88   	-110.17   	  7.98   	 -15.26		 58.82   	 -30.52		
 -2.14   	-106.51   	  7.91   	 -15.26		 58.70   	 -20.35		
 -5.19   	-108.03   	  7.85   	 -10.17		 58.62   	 -15.26		
-15.56   	-116.88   	  7.81   	  -5.09		 58.56   	 -10.17		
-26.25   	-127.56   	  7.79(D)	   0.00		 58.51   	  -5.09		
-27.77   	-132.14   	  7.79   	   0.00		 58.49   	   0.00		
-18.62   	-127.87   	  7.79   	   5.09		 58.49   	   5.09		
 -7.63   	-120.85   	  7.81   	   5.09		 58.51   	   5.09		
 -4.58   	-118.41   	  7.83   	   5.09		 58.53   	  10.17		
-11.90   	-122.99   	  7.85   	  10.17		 58.58   	  15.26		
-22.28   	-128.48   	  7.89   	   5.09		 58.64   	  15.26		
-24.72   	-127.87   	  7.91   	  10.17		 58.70   	  10.17		
-17.09   	-119.32   	  7.96   	  10.17		 58.74   	  15.26		
 -5.19   	-104.98   	  8.00   	   5.09		 58.80   	  15.26		
  5.49   	-88.20   	  8.02   	  10.17		 58.86   	  10.17		
 14.65   	-68.05   	  8.06   	   5.09		 58.90   	  10.17		
 25.02   	-43.64   	  8.08   	   5.09		 58.94   	  10.17		
 37.54   	-17.09   	  8.10   	   5.09		 58.98   	  10.17		
 49.44   	  8.54   	  8.12   	   0.00		 59.02   	   5.09		
 57.37   	 29.30   	  8.12   	   5.09		 59.04   	   0.00		
 62.87   	 41.81   	  8.14   	   0.00		 59.04   	   0.00		
 68.36   	 44.25   	  8.14   	   5.09		 59.04   	   0.00		
 73.85   	 35.10   	  8.16   	   0.00		 59.04   	  -5.09		
 74.77   	 14.65   	  8.16   	   0.00		 59.02   	  -5.09		
 66.22   	-12.21   	  8.16   	   0.00		 59.00   	 -10.17		
 49.13   	-38.76   	  8.16   	   5.09		 58.96   	 -15.26		
 32.04   	-59.20   	  8.18   	   0.00		 58.90   	 -15.26		
 23.19   	-72.94   	  8.18   	   0.00		 58.84   	 -20.35		
 23.50   	-85.14   	  8.18   	   5.09		 58.76   	 -20.35		
 26.55   	-99.79   	  8.20   	   0.00		 58.68   	 -30.52		
 24.41   	-116.27   	  8.20   	   5.09		 58.56   	 -25.43		
 14.95   	-130.00   	  8.22   	   0.00		 58.45   	 -35.61		
  0.61   	-137.63   	  8.22   	   5.09		 58.31   	 -30.52		
-14.95   	-141.60   	  8.24   	   5.09		 58.19   	 -35.61		
-30.82   	-146.48   	  8.26   	   5.09		 58.05   	 -35.61		
-45.78   	-154.11   	  8.28   	  10.17		 57.90   	 -40.69		
-56.46   	-161.13   	  8.32   	   5.09		 57.74   	 -40.69		
-58.90   	-162.66   	  8.34   	  10.17		 57.58   	 -40.69		
-54.32   	-157.78   	  8.38   	   5.09		 57.42   	 -40.69		
-48.52   	-151.98   	  8.40   	  10.17		 57.25   	 -40.69		
-47.30   	-149.84   	  8.44   	   5.09		 57.09   	 -40.69		
-51.57   	-151.06   	  8.46   	   5.09		 56.93   	 -45.78		
-55.85   	-151.06   	  8.48   	  10.17		 56.74   	 -40.69		
-54.32   	-146.18   	  8.52   	   0.00		 56.58   	 -40.69		
-47.91   	-140.08   	  8.52   	   5.09		 56.42   	 -45.78		
-40.89   	-141.91   	  8.55   	   5.09		 56.24   	 -40.69		
-34.48   	-156.86   	  8.57   	   0.00		 56.07   	 -45.78		
-23.19   	-175.48   	  8.57   	   5.09		 55.89   	 -45.78		
  0.61   	-174.26   	  8.59   	   0.00		 55.71   	 -45.78		
 42.11   	-123.29   	  8.59   	   0.00		 55.52   	 -40.69		
 98.88   	  1.53   	  8.59   	   0.00		 55.36   	 -45.78		
161.13   	209.66   	  8.59   	   5.09		 55.18   	 -40.69		
209.05   	495.61   	  8.61   	   0.00		 55.02   	 -45.78		
212.71   	828.25   	  8.61   	  -5.09		 54.83   	 -40.69		
139.77   	1136.17   	  8.59   	   0.00		 54.67   	 -76.30		
-218.51   	1214.60(R)	  8.59   	   0.00		 54.36   	 -40.69		
-404.36   	822.45   	  8.59   	  -5.09		 54.20   	 -35.61		
-512.08   	215.15   	  8.57   	  -5.09		 54.06   	 -35.61		
-526.73   	-410.16   	  8.55   	   0.00		 53.92   	 -30.52		
-483.09   	-849.91   	  8.55   	  -5.09		 53.79   	 -35.61		
-428.77   	-1010.44   	  8.52   	  -5.09		 53.65   	 -30.52		
-385.74   	-939.64   	  8.50(E)	   0.00		 53.53   	 -35.61		
-344.54   	-764.47   	  8.50   	   0.00		 53.39   	 -30.52		
-285.95   	-591.43   	  8.50   	   0.00		 53.27   	 -30.52		
-208.44   	-456.24   	  8.50   	   0.00		 53.14   	 -35.61		
-129.39   	-343.93   	  8.50   	   5.09		 53.00   	 -30.52		
-69.27   	-238.34   	  8.52   	  10.17		 52.88   	 -30.52		
-35.10   	-145.57   	  8.57   	  15.26		 52.76   	 -35.61		
-19.23   	-83.92   	  8.63   	  20.35		 52.61   	 -30.52		
-13.43   	-61.04   	  8.71   	  25.43		 52.49   	 -35.61		
-11.29   	-65.31   	  8.81   	  30.52		 52.35   	 -30.52		
 -9.77   	-75.38   	  8.93   	  40.69		 52.23   	 -35.61		
 -6.10   	-76.60   	  9.09   	  50.86		 52.09   	 -30.52		
  0.61   	-65.92   	  9.30   	  55.95		 51.96   	 -30.52		
  8.54   	-50.35   	  9.52   	  66.12		 51.84   	 -35.61		
 13.43   	-38.76   	  9.79   	  76.30		 51.70   	 -30.52		
 14.65   	-33.57   	 10.09   	  81.38		 51.58   	 -30.52		
 15.56   	-31.13   	 10.42   	  91.56		 51.45   	 -30.52		
 19.53   	-26.25   	 10.78   	 106.82		 51.33   	 -35.61		
 25.94   	-18.31   	 11.21   	 111.90		 51.19   	 -30.52		
 31.43   	-10.07   	 11.66   	 122.07		 51.07   	 -30.52		
 34.18   	 -4.27   	 12.15   	 137.33		 50.95   	 -30.52		
 35.40   	 -0.92   	 12.70   	 152.59		 50.82   	 -35.61		
 36.62   	  2.14   	 13.31   	 167.85		 50.68   	 -30.52		
 37.54   	  5.19   	 13.98   	 178.03		 50.56   	 -30.52		
 36.93   	  7.93   	 14.69   	 198.37		 50.44   	 -30.52		
 34.79   	  8.85   	 15.48   	 208.54		 50.32   	 -30.52		
 32.65   	  9.46   	 16.32   	 223.80		 50.19   	 -35.61		
 31.74   	 11.60   	 17.21   	 233.98		 50.05   	 -30.52		
 32.04   	 14.95   	 18.15   	 239.06		 49.93   	 -35.61		
 32.04   	 18.31   	 19.10   	 249.24		 49.79   	 -30.52		
 30.52   	 20.75   	 20.10   	 249.24		 49.66   	 -35.61		
 28.08   	 23.19   	 21.10   	 249.24		 49.52   	 -30.52		
 27.16   	 27.16   	 22.10   	 254.32		 49.40   	 -35.61		
 28.08   	 34.79   	 23.11   	 244.15		 49.26   	 -35.61		
 30.21   	 44.56   	 24.09   	 244.15		 49.11   	 -35.61		
 32.35   	 54.02   	 25.07   	 244.15		 48.97   	 -30.52		
 33.26   	 61.04   	 26.04   	 228.89		 48.85   	 -35.61		
 33.57   	 66.22   	 26.96   	 228.89		 48.71   	 -35.61		
 34.48   	 71.72   	 27.87   	 213.63		 48.57   	 -35.61		
 36.62   	 78.74   	 28.73   	 213.63		 48.42   	 -35.61		
 38.76   	 86.36   	 29.58   	 198.37		 48.28   	 -35.61		
 40.59   	 93.99   	 30.38   	 188.20		 48.14   	 -30.52		
 42.72   	101.01   	 31.13   	 178.03		 48.02   	 -25.43		
 45.78   	106.81   	 31.84   	 167.85		 47.91   	 -25.43		
 49.74   	111.39   	 32.51   	 157.68		 47.81   	 -20.35		
 52.19   	115.05   	 33.14   	 147.51		 47.73   	 -15.26		
 51.88   	118.71   	 33.73   	 137.33		 47.67   	  -5.09		
 50.35   	124.21   	 34.28   	 122.07		 47.65(D)	  10.17		
 50.05   	133.97   	 34.77   	 116.99		 47.69   	  25.43		
 51.27   	146.79   	 35.24   	 101.73		 47.79   	  40.69		
 53.41   	159.61   	 35.65   	  91.56		 47.96   	  55.95		
 55.85   	171.51   	 36.01   	  81.38		 48.18   	  81.38		
 58.90   	184.02   	 36.34   	  71.21		 48.50   	 101.73		
 64.09   	197.75   	 36.62   	  55.95		 48.91   	 127.16		
 70.19   	213.01   	 36.85   	  50.86		 49.42   	 147.51		
 74.46   	226.75   	 37.05   	  40.69		 50.01   	 172.94		
 75.38   	237.43   	 37.21   	  30.52		 50.70   	 193.29		
 74.77   	246.89   	 37.33   	  20.35		 51.47   	 218.72		
 74.77   	257.26   	 37.42   	  15.26		 52.35   	 233.98		
 76.90   	269.47   	 37.48   	   5.09		 53.29   	 254.32		
 79.04   	281.07   	 37.50   	   0.00		 54.30   	 274.67		
 79.04   	290.22   	 37.50   	   0.00		 55.40   	 284.84		
 77.21   	297.24   	 37.50   	 -10.17		 56.54   	 300.10		
 75.38   	304.57   	 37.46   	 -10.17		 57.74   	 305.19		
 74.77   	313.11   	 37.42   	 -15.26		 58.96   	 315.36		
 74.16   	321.35   	 37.35   	 -15.26		 60.22   	 320.45		
 72.02   	325.32   	 37.29   	 -15.26		 61.51   	 325.53		
 67.75   	322.57   	 37.23   	 -20.35		 62.81   	 320.45		
 62.87   	310.97   	 37.15   	 -20.35		 64.09   	 320.45		
 57.68   	289.92   	 37.07   	 -20.35		 65.37   	 320.45		
 51.88   	260.31   	 36.99   	 -20.35		 66.65   	 310.27		
 44.86   	223.69   	 36.91   	 -20.35		 67.89   	 300.10		
 36.93   	184.02   	 36.83   	 -25.43		 69.09   	 289.93		
 30.52   	144.96   	 36.72   	 -25.43		 70.25   	 279.75		
 26.25   	109.25   	 36.62   	 -25.43		 71.37   	 264.50		
 23.80   	 77.21   	 36.52   	 -25.43		 72.43   	 249.24		
 21.06   	 46.69   	 36.42   	 -30.52		 73.43   	 233.98		
 15.87   	 17.09   	 36.30   	 -25.43		 74.36   	 208.54		
  9.46   	-11.29   	 36.20   	 -35.61		 75.20   	 193.29		
  4.27   	-35.71   	 36.05   	 -30.52		 75.97   	 167.85		
  2.14   	-53.71   	 35.93   	 -30.52		 76.64   	 147.51		
  2.14   	-64.70   	 35.81   	 -35.61		 77.23   	 127.16		
  1.22   	-71.11   	 35.67   	 -35.61		 77.74   	 101.73		
 -3.97   	-77.51   	 35.52   	 -35.61		 78.15   	  86.47		
-12.82   	-86.98   	 35.38   	 -45.78		 78.49   	  66.12		
-20.45   	-98.88   	 35.20   	 -45.78		 78.76   	  45.78		
-22.89   	-109.56   	 35.02   	 -50.86		 78.94   	  30.52		
-20.75   	-115.97   	 34.81   	  N/A		 79.06   	  N/A		
