SAMPLE NUMBER:   2
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec
ECG UNITS:       uV
ECG RESOLUTION:  0.3051758 uV/unit

------------------------- Begin Data -------------------------
  I     	  II     	  AO     	  AO'		  RV     	  RV'		  SVC     	  SVC'		
  2.14   	413.21   	 58.23   	  91.56		 69.64   	 -71.21		  1.67   	  15.26		
 -3.05   	414.12   	 58.60   	  86.47		 69.36   	-101.73		  1.73   	  20.35		
 -7.63   	413.21   	 58.94   	  81.38		 68.95   	-116.99		  1.81   	  15.26		
-11.29   	411.07   	 59.27   	  96.64		 68.48   	-137.33		  1.87   	  20.35		
-13.73   	408.33   	 59.65   	 116.99		 67.93   	-178.03		  1.95   	  15.26		
-14.65   	405.27   	 60.12   	 137.33		 67.22   	-198.37		  2.01   	  15.26		
-14.65   	402.83   	 60.67   	 157.68		 66.43   	-223.80		  2.08   	  15.26		
-14.04   	399.78   	 61.30   	 188.20		 65.53   	-249.24		  2.14   	  15.26		
-13.73   	395.81   	 62.05   	 198.37		 64.54   	-289.93		  2.20   	  15.26		
-13.73   	391.54   	 62.85   	 213.63		 63.38   	-315.36		  2.26   	  15.26		
-14.34   	386.66   	 63.70   	 213.63		 62.12   	-345.88		  2.32   	  15.26		
-15.56   	381.47   	 64.56   	 203.46		 60.73   	-381.48		  2.38   	  20.35		
-16.48   	375.98   	 65.37   	 193.29		 59.21   	-432.35		  2.46   	  15.26		
-17.09   	368.65   	 66.14   	 162.77		 57.48   	-473.04		  2.52   	  15.26		
-17.09   	359.80   	 66.80   	 137.33		 55.58   	-528.99		  2.58   	  20.35		
-16.78   	349.73   	 67.34   	 111.90		 53.47   	-579.86		  2.67   	  25.43		
-16.78   	338.44   	 67.79   	  76.30		 51.15   	-610.37		  2.77   	  20.35		
-16.48   	326.23   	 68.10   	  55.95		 48.71   	-620.55		  2.85   	  25.43		
-16.17   	312.19   	 68.32   	  25.43		 46.23   	-620.55		  2.95   	  20.35		
-15.26   	296.33   	 68.42   	  15.26		 43.74   	-600.20		  3.03   	  20.35		
-14.04   	278.93   	 68.48(S)	   0.00		 41.34   	-579.86		  3.11   	  20.35		
-12.82   	260.31   	 68.48   	 -10.17		 39.02   	-554.42		  3.19   	  10.17		
-11.60   	241.09   	 68.44   	 -10.17		 36.81   	-513.73		  3.23   	  15.26		
-11.29   	222.17   	 68.40   	  -5.09		 34.75   	-473.04		  3.30   	   5.09		
-11.29   	204.16   	 68.38   	 -10.17		 32.86   	-447.61		  3.32   	   5.09		
-11.60   	189.21   	 68.34   	 -10.17		 31.07   	-417.09		  3.34   	   5.09		
-11.90   	180.36   	 68.30   	 -15.26		 29.40   	-391.66		  3.36   	  -5.09		
-12.51   	180.66   	 68.24   	 -20.35		 27.83   	-376.40		  3.34   	   0.00		
-13.73   	189.51   	 68.16   	 -30.52		 26.33   	-376.40		  3.34   	   0.00		
-16.17   	202.33   	 68.04   	 -45.78		 24.82   	-371.31		  3.34   	  -5.09		
-18.62   	211.79   	 67.85   	 -61.04		 23.34   	-371.31		  3.32   	   0.00		
-19.23   	213.32   	 67.61   	 -81.38		 21.85   	-381.48		  3.32   	   5.09		
-16.78   	209.35   	 67.28   	-101.73		 20.33   	-381.48		  3.34   	   0.00		
-10.99   	207.21   	 66.88   	-111.90		 18.80   	-381.48		  3.34   	   0.00		
 -4.27   	213.93   	 66.43   	-132.25		 17.27   	-386.57		  3.34   	   0.00		
  0.00   	229.80   	 65.90   	-142.42		 15.73   	-386.57		  3.34   	   5.09		
  0.61   	248.11   	 65.33   	-152.59		 14.18   	-361.14		  3.36   	   5.09		
 -1.53   	258.18   	 64.72   	-157.68		 12.74   	-340.79		  3.38   	   5.09		
 -3.36   	251.46   	 64.09   	-157.68		 11.37   	-315.36		  3.40   	   5.09		
 -1.53   	226.44   	 63.46   	-157.68		 10.11   	-279.75		  3.42   	  10.17		
  5.19   	186.46   	 62.83   	-152.59		  8.99   	-239.06		  3.46   	   5.09		
 14.34   	138.55   	 62.22   	-142.42		  8.04   	-213.63		  3.48   	   5.09		
 22.28   	 90.64   	 61.65   	-132.25		  7.18   	-198.37		  3.50   	   0.00		
 25.94   	 45.78   	 61.12   	-111.90		  6.39   	-167.85		  3.50   	   5.09		
 24.41   	  3.97   	 60.67   	 -96.64		  5.72   	-152.59		  3.52   	   5.09		
 18.01   	-36.93   	 60.28   	 -81.38		  5.11   	-132.25		  3.54   	   0.00		
  7.63   	-75.99   	 59.96   	 -61.04		  4.58   	-111.90		  3.54   	   5.09		
 -5.19   	-109.86   	 59.71   	 -61.04		  4.13   	 -96.64		  3.56   	   5.09		
-17.09   	-132.75   	 59.47   	 -55.95		  3.74   	 -66.12		  3.58   	  10.17		
-25.33   	-140.99   	 59.25   	 -50.86		  3.48   	 -40.69		  3.62   	  15.26		
-28.38   	-137.33   	 59.04   	 -55.95		  3.32   	 -35.61		  3.68   	  20.35		
-27.47   	-128.78   	 58.82   	 -61.04		  3.17   	 -15.26		  3.76   	  20.35		
-25.02   	-122.07   	 58.58   	 -66.12		  3.11   	   5.09		  3.85   	  20.35		
-23.80   	-119.02   	 58.31   	 -76.30		  3.13   	  15.26		  3.93   	  20.35		
-24.41   	-116.88   	 58.01   	 -86.47		  3.19   	  10.17		  4.01   	  20.35		
-25.94   	-112.30   	 57.66   	 -91.56		  3.23   	  10.17		  4.09   	  20.35		
-26.86   	-104.68   	 57.29   	 -96.64		  3.28   	   5.09		  4.17   	  20.35		
-27.16   	-95.83   	 56.91   	 -96.64		  3.30   	  -5.09		  4.25   	  20.35		
-27.16   	-88.20   	 56.52   	 -96.64		  3.28   	 -20.35		  4.33   	  20.35		
-28.08   	-84.23   	 56.13   	 -91.56		  3.19   	 -25.43		  4.42   	  20.35		
-31.74   	-85.45   	 55.77   	 -86.47		  3.09   	 -35.61		  4.50   	  15.26		
-39.37   	-92.77   	 55.42   	 -81.38		  2.95   	 -50.86		  4.56   	  20.35		
-47.00   	-105.29   	 55.10   	 -76.30		  2.75   	 -55.95		  4.64   	  15.26		
-45.78   	-117.49   	 54.79   	 -66.12		  2.52   	 -55.95		  4.70   	  20.35		
-24.72   	-117.19   	 54.53   	 -61.04		  2.30   	 -50.86		  4.78   	  15.26		
 21.36   	-91.86   	 54.28   	 -50.86		  2.10   	 -30.52		  4.84   	  15.26		
 83.01   	-34.48   	 54.08   	 -55.95		  1.97   	 -15.26		  4.90   	  15.26		
129.39   	 45.17   	 53.86   	 -50.86		  1.91(D)	   5.09		  4.96   	  10.17		
118.10   	120.85   	 53.65   	 -50.86		  1.93   	  45.78		  5.01   	  10.17		
 23.50   	164.18   	 53.45   	 -50.86		  2.12   	  86.47		  5.05(A)	  -5.09		
-149.23   	159.30   	 53.24   	 -55.95		  2.46   	 111.90		  5.03   	  -5.09		
-361.94   	106.51   	 53.02   	 -55.95		  2.91   	 142.42		  5.01   	 -15.26		
-557.56   	 13.43   	 52.80   	 -55.95		  3.48   	 162.77		  4.94   	 -10.17		
-689.70   	-112.92   	 52.57   	 -55.95		  4.13   	 167.85		  4.90   	 -15.26		
-743.71   	-264.59   	 52.35   	 -55.95		  4.80   	 152.59		  4.84   	 -20.35		
-728.76   	-422.67   	 52.13   	 -55.95		  5.41   	 122.07		  4.76   	 -15.26		
-661.93   	-554.81   	 51.90   	 -55.95		  5.90   	  91.56		  4.70   	 -15.26		
-558.17   	-628.97   	 51.68   	 -55.95		  6.27   	  61.04		  4.64   	 -15.26		
-428.47   	-631.71(R)	 51.45   	 -50.86		  6.51(E)	  35.61		  4.58   	 -20.35		
-282.59   	-573.73   	 51.25   	 -50.86		  6.65   	  15.26		  4.50   	 -15.26		
-141.30   	-480.04   	 51.05   	 -45.78		  6.71   	  15.26		  4.44   	 -20.35		
-29.91   	-379.33   	 50.86   	 -45.78		  6.78   	   5.09		  4.35   	 -20.35		
 34.48   	-296.63   	 50.68   	 -40.69		  6.80   	   5.09		  4.27   	 -20.35		
 52.80   	-253.60   	 50.52   	 -40.69		  6.82   	   5.09		  4.19   	 -20.35		
 42.72   	-257.87   	 50.36   	 -40.69		  6.84   	  20.35		  4.11   	 -20.35		
 28.38   	-296.33   	 50.19   	 -40.69		  6.92   	  55.95		  4.03   	 -15.26		
 25.63   	-340.88   	 50.03   	 -40.69		  7.14   	 122.07		  3.97   	 -20.35		
 35.10   	-368.35   	 49.87   	 -35.61		  7.63   	 228.89		  3.89   	 -25.43		
 48.22   	-374.76   	 49.73   	 -35.61		  8.55   	 340.79		  3.78   	 -20.35		
 55.85   	-372.92   	 49.58   	 -35.61		  9.91   	 432.35		  3.70   	 -20.35		
 56.15   	-377.50   	 49.44   	 -40.69		 11.64   	 523.90		  3.62   	 -15.26		
 53.10   	-391.85   	 49.28   	 -35.61		 13.73   	 554.42		  3.56   	 -10.17		
 51.57   	-408.33   	 49.14   	 -35.61		 15.95   	 488.30		  3.52   	 -10.17		
 53.10   	-420.53   	 48.99   	 -35.61		 17.90   	 422.18		  3.48   	  -5.09		
 56.15   	-426.64   	 48.85   	 -35.61		 19.59   	 406.92		  3.46   	   5.09		
 58.29   	-429.69   	 48.71   	 -35.61		 21.22   	 386.57		  3.48   	   5.09		
 59.51   	-432.13   	 48.57   	 -35.61		 22.77   	 376.40		  3.50   	   5.09		
 59.81   	-433.35   	 48.42   	 -35.61		 24.27   	 401.83		  3.52   	   5.09		
 61.04   	-432.43   	 48.28   	 -35.61		 25.88   	 447.61		  3.54   	   5.09		
 63.17   	-429.38   	 48.14   	 -40.69		 27.67   	 503.56		  3.56   	   0.00		
 65.92   	-422.97   	 47.98   	 -30.52		 29.68   	 554.42		  3.56   	  -5.09		
 68.36   	-413.51   	 47.85   	 -35.61		 31.90   	 590.03		  3.54   	  -5.09		
 70.19   	-401.61   	 47.71   	 -35.61		 34.26   	 605.29		  3.52   	  -5.09		
 70.80   	-387.88   	 47.57   	 -35.61		 36.68   	 605.29		  3.50   	 -10.17		
 71.41   	-373.23   	 47.43   	 -25.43		 39.10   	 574.77		  3.46   	 -10.17		
 72.02   	-357.36   	 47.32   	 -30.52		 41.40   	 528.99		  3.42   	 -10.17		
 73.55   	-339.97   	 47.20   	 -30.52		 43.52   	 478.13		  3.38   	  -5.09		
 76.29   	-320.74   	 47.08   	 -25.43		 45.43   	 417.09		  3.36   	  -5.09		
 79.65   	-299.99   	 46.98   	 -35.61		 47.10   	 345.88		  3.34   	  -5.09		
 83.31   	-278.93   	 46.84   	 -30.52		 48.48   	 279.75		  3.32   	 -10.17		
 86.06   	-258.48   	 46.71   	 -30.52		 49.60   	 233.98		  3.28   	  -5.09		
 87.89   	-238.95   	 46.59   	 -30.52		 50.54   	 183.11		  3.26   	  -5.09		
 89.11   	-220.03   	 46.47   	 -40.69		 51.27   	 157.68		  3.23   	  -5.09		
 91.25   	-200.81   	 46.31   	 -40.69		 51.90   	 152.59		  3.21   	  -5.09		
 93.99   	-180.66   	 46.14   	 -35.61		 52.51   	 152.59		  3.19   	  -5.09		
 97.96   	-159.61   	 46.00   	 -35.61		 53.12   	 152.59		  3.17   	 -10.17		
102.23   	-138.24   	 45.86   	 -35.61		 53.73   	 178.03		  3.13   	 -10.17		
106.20   	-116.58   	 45.72   	 -35.61		 54.45   	 193.29		  3.09   	  -5.09		
109.56   	-96.13   	 45.57   	 -30.52		 55.22   	 198.37		  3.07   	 -10.17		
112.61   	-76.29   	 45.45   	 -30.52		 56.01   	 208.54		  3.03   	  -5.09		
115.05   	-57.07   	 45.33   	 -20.35		 56.85   	 203.46		  3.01   	 -10.17		
116.88   	-37.84   	 45.25   	 -20.35		 57.66   	 183.11		  2.97   	  -5.09		
118.41   	-18.92   	 45.17   	 -20.35		 58.39   	 167.85		  2.95   	  -5.09		
119.32   	 -0.92   	 45.09   	 -15.26		 59.06   	 162.77		  2.93   	   0.00		
120.85   	 30.21   	 45.03   	 -10.17		 59.71   	 147.51		  2.93   	  -5.09		
122.38   	 43.95   	 44.98   	  -5.09		 60.30   	 137.33		  2.91   	   0.00		
123.90   	 55.54   	 44.96   	  -5.09		 60.85   	 122.07		  2.91   	   0.00		
124.82   	 64.39   	 44.94(D)	   0.00		 61.34   	 122.07		  2.91   	   0.00		
124.21   	 69.89   	 44.94   	  10.17		 61.83   	 127.16		  2.91   	   0.00		
122.38   	 72.33   	 44.98   	  20.35		 62.34   	 122.07		  2.91   	  -5.09		
119.93   	 72.63   	 45.07   	  45.78		 62.83   	 132.25		  2.89   	  -5.09		
116.88   	 72.02   	 45.25   	  76.30		 63.36   	 137.33		  2.87   	  -5.09		
112.92   	 70.80   	 45.55   	 111.90		 63.91   	 147.51		  2.85   	  -5.09		
107.12   	 68.97   	 46.00   	 152.59		 64.50   	 162.77		  2.83   	  -5.09		
 99.18   	 67.14   	 46.61   	 203.46		 65.15   	 167.85		  2.81   	 -10.17		
 90.03   	 65.00   	 47.43   	 244.15		 65.82   	 162.77		  2.77   	 -10.17		
 79.65   	 62.26   	 48.40   	 284.84		 66.47   	 167.85		  2.73   	  -5.09		
 69.27   	 57.98   	 49.54   	 310.27		 67.14   	 157.68		  2.71   	 -10.17		
 58.90   	 52.19   	 50.78   	 320.45		 67.77   	 147.51		  2.67   	 -10.17		
 49.13   	 44.25   	 52.06   	 320.45		 68.36   	 132.25		  2.62   	  -5.09		
 39.98   	 34.18   	 53.35   	 300.10		 68.89   	 101.73		  2.60   	 -10.17		
 31.43   	 21.97   	 54.55   	 274.67		 69.30   	  81.38		  2.56   	  -5.09		
 23.80   	  7.93   	 55.65   	 233.98		 69.62   	  61.04		  2.54   	   0.00		
 16.48   	 -8.54   	 56.58   	 198.37		 69.87   	  30.52		  2.54   	   0.00		
 10.07   	-26.25   	 57.38   	 152.59		 69.99   	   5.09		  2.54   	   5.09		
  4.27   	-43.95   	 57.99   	 122.07		 70.01(S)	 -15.26		  2.56   	   0.00		
 -1.22   	-60.42   	 58.47   	  96.64		 69.95   	 -40.69		  2.56   	  10.17		
 -6.10   	-74.77   	 58.86   	  86.47		 69.79   	 -66.12		  2.60   	   5.09		
-10.68   	-86.98   	 59.21   	 106.82		 69.52   	-111.90		  2.62   	  15.26		
-17.09   	-105.90   	 59.63   	 122.07		 69.07   	-147.51		  2.69   	  15.26		
-18.31   	-113.22   	 60.12   	 147.51		 68.48   	-167.85		  2.75   	  15.26		
-18.92   	-119.02   	 60.71   	 172.94		 67.81   	-188.20		  2.81   	  15.26		
-19.84   	-122.07   	 61.40   	 198.37		 67.06   	-218.72		  2.87   	  10.17		
-21.67   	-122.99   	 62.20   	 218.72		 66.18   	-259.41		  2.91   	  15.26		
-23.19   	-121.15   	 63.07   	 223.80		 65.15   	-284.84		  2.97   	  15.26		
-24.11   	-117.80   	 63.97   	 223.80		 64.01   	-310.27		  3.03   	  15.26		
-24.41   	-113.53   	 64.86   	 223.80		 62.77   	-350.97		  3.09   	  15.26		
-24.41   	-109.25   	 65.76   	 203.46		 61.36   	-391.66		  3.15   	  10.17		
-24.72   	-104.68   	 66.57   	 183.11		 59.80   	-432.35		  3.19   	  15.26		
-25.02   	-98.88   	 67.30   	 152.59		 58.07   	-483.21		  3.26   	  10.17		
-25.33   	-92.47   	 67.91   	 122.07		 56.13   	-539.16		  3.30   	  15.26		
-25.33   	-84.23   	 68.40   	  91.56		 53.98   	-584.94		  3.36   	  15.26		
-24.72   	-74.46   	 68.77   	  61.04		 51.64   	-605.29		  3.42   	  20.35		
-23.80   	-63.78   	 69.01   	  40.69		 49.22   	-620.55		  3.50   	  25.43		
-22.89   	-51.88   	 69.18   	  20.35		 46.73   	-630.72		  3.60   	  20.35		
-21.97   	-39.98   	 69.26   	  10.17		 44.21   	-605.29		  3.68   	  20.35		
-21.06   	-27.16   	 69.30   	   5.09		 41.79   	-574.77		  3.76   	  25.43		
-20.14   	-14.04   	 69.32(S)	   0.00		 39.49   	-539.16		  3.87   	  20.35		
-18.92   	  0.31   	 69.32   	   0.00		 37.33   	-513.73		  3.95   	  15.26		
-17.09   	 15.26   	 69.32   	   0.00		 35.28   	-473.04		  4.01   	  15.26		
-15.26   	 31.43   	 69.32   	   0.00		 33.39   	-437.43		  4.07   	  15.26		
-13.43   	 50.05   	 69.32   	  -5.09		 31.64   	-401.83		  4.13   	   5.09		
-12.21   	 74.16   	 69.30   	 -10.17		 30.03   	-391.66		  4.15   	  10.17		
-12.51   	108.03   	 69.26   	 -35.61		 28.46   	-396.74		  4.19   	   0.00		
-18.31   	208.44   	 69.11   	 -76.30		 26.88   	-452.69		  4.19   	  -5.09		
-24.41   	310.36   	 68.81   	-101.73		 25.07   	-442.52		  4.17   	   0.00		
-24.41   	344.24   	 68.40   	-116.99		 23.30   	-422.18		  4.17   	   0.00		
-22.58   	370.48   	 67.93   	-127.16		 21.61   	-432.35		  4.17   	   0.00		
-20.75   	398.25   	 67.43   	-147.51		 19.88   	-422.18		  4.17   	   5.09		
-20.45   	436.10   	 66.84   	-157.68		 18.19   	-401.83		  4.19   	   5.09		
-21.97   	483.40   	 66.21   	-157.68		 16.58   	-381.48		  4.21   	   5.09		
-23.80   	531.62   	 65.57   	-162.77		 15.06   	-371.31		  4.23   	   5.09		
-23.50   	568.85   	 64.92   	-162.77		 13.57   	-340.79		  4.25   	  10.17		
-19.53   	586.55   	 64.27   	-157.68		 12.21   	-310.27		  4.29   	   5.09		
-11.60   	581.97   	 63.64   	-142.42		 10.97   	-289.93		  4.31   	   0.00		
 -2.14   	557.25   	 63.07   	-137.33		  9.81   	-254.32		  4.31   	   0.00		
  6.41   	519.71   	 62.52   	-127.16		  8.79   	-218.72		  4.31   	   5.09		
 12.51   	476.99   	 62.01   	-116.99		  7.91   	-198.37		  4.33   	   0.00		
 15.26   	434.57   	 61.55   	-106.82		  7.12   	-172.94		  4.33   	 -10.17		
 14.65   	394.29   	 61.12   	 -96.64		  6.43   	-152.59		  4.29   	  -5.09		
 10.07   	357.97   	 60.73   	 -81.38		  5.82   	-127.16		  4.27   	  -5.09		
  1.22   	326.84   	 60.41   	 -76.30		  5.31   	-111.90		  4.25   	  -5.09		
 -9.77   	302.43   	 60.10   	 -71.21		  4.86   	 -76.30		  4.23   	 -10.17		
-19.53   	287.48   	 59.82   	 -61.04		  4.56   	 -55.95		  4.19   	   0.00		
-25.63   	281.37   	 59.57   	 -66.12		  4.33   	 -35.61		  4.19   	   0.00		
-27.16   	278.93   	 59.31   	 -71.21		  4.19   	 -15.26		  4.19   	   0.00		
-26.55   	274.96   	 59.02   	 -71.21		  4.13   	  -5.09		  4.19   	   5.09		
-25.33   	267.64   	 58.74   	 -81.38		  4.11   	  10.17		  4.21   	  10.17		
-25.33   	258.48   	 58.41   	 -81.38		  4.15   	   5.09		  4.25   	  15.26		
-26.25   	249.94   	 58.09   	-106.82		  4.17   	  15.26		  4.31   	  25.43		
-27.16   	236.51   	 57.66   	-101.73		  4.23   	  20.35		  4.42   	  25.43		
-27.16   	228.88   	 57.25   	-101.73		  4.31   	  15.26		  4.52   	  30.52		
-27.47   	219.12   	 56.85   	-101.73		  4.37   	   5.09		  4.64   	  30.52		
-28.99   	206.30   	 56.44   	 -91.56		  4.39   	 -10.17		  4.76   	  35.61		
-32.04   	189.82   	 56.07   	 -86.47		  4.35   	 -15.26		  4.90   	  30.52		
-35.71   	169.68   	 55.73   	 -81.38		  4.29   	 -35.61		  5.03   	  25.43		
-33.57   	150.45   	 55.40   	 -76.30		  4.15   	 -55.95		  5.13   	  25.43		
-17.70   	143.43   	 55.10   	 -71.21		  3.93   	 -76.30		  5.23   	  25.43		
 17.70   	161.74   	 54.81   	 -61.04		  3.62   	-101.73		  5.33   	  15.26		
 69.27   	211.79   	 54.57   	 -61.04		  3.21   	-111.90		  5.39   	  10.17		
116.88   	285.03   	 54.32   	 -61.04		  2.77   	-116.99		  5.43   	   5.09		
126.34   	353.39   	 54.08   	 -55.95		  2.30   	-106.82		  5.45   	   0.00		
 68.97   	382.39   	 53.86   	 -55.95		  1.87   	 -71.21		  5.45(A)	   0.00		
-62.56   	354.31   	 53.63   	 -55.95		  1.59   	 -15.26		  5.45   	 -10.17		
-246.58   	274.66   	 53.41   	 -61.04		  1.53(E)	  25.43		  5.41   	 -15.26		
-437.62   	162.35   	 53.16   	 -61.04		  1.63   	  81.38		  5.35   	 -20.35		
-588.68   	 34.48   	 52.92   	 -55.95		  1.95   	 137.33		  5.27   	 -15.26		
-674.13   	-103.15   	 52.70   	 -61.04		  2.50   	 183.11		  5.21   	 -20.35		
-692.14   	-243.84   	 52.45   	 -55.95		  3.23   	 203.46		  5.13   	 -25.43		
-652.47   	-365.91   	 52.23   	 -55.95		  4.05   	 208.54		  5.03   	 -20.35		
-567.32   	-437.93(R)	 52.00   	 -55.95		  4.88   	 203.46		  4.94   	 -20.35		
-447.39   	-436.40   	 51.78   	 -50.86		  5.70   	 167.85		  4.86   	 -25.43		
-304.26   	-363.46   	 51.58   	 -50.86		  6.37   	 116.99		  4.76   	 -25.43		
-158.69   	-244.14   	 51.37   	 -45.78		  6.84   	  71.21		  4.66   	 -20.35		
-39.37   	-113.22   	 51.19   	 -50.86		  7.12   	   5.09		  4.58   	 -30.52		
 56.46   	 72.94   	 50.99   	 -45.78		  7.14   	 -15.26		  4.46   	 -35.61		
 48.22   	 99.18   	 50.80   	 -45.78		  7.08   	 -20.35		  4.31   	 -30.52		
 32.96   	 89.11   	 50.62   	 -50.86		  7.00   	  10.17		  4.19   	 -25.43		
 28.08   	 68.97   	 50.42   	 -45.78		  7.04   	  55.95		  4.09   	 -30.52		
 35.71   	 63.17   	 50.23   	 -45.78		  7.26   	 137.33		  3.97   	 -30.52		
 48.22   	 80.26   	 50.05   	 -45.78		  7.81   	 279.75		  3.85   	 -25.43		
 56.76   	110.47   	 49.87   	 -40.69		  8.93   	 406.92		  3.74   	 -20.35		
 58.90   	139.16   	 49.70   	 -40.69		 10.56   	 473.04		  3.66   	 -15.26		
 57.98   	159.00   	 49.54   	 -35.61		 12.45   	 478.13		  3.60   	 -15.26		
 57.37   	174.56   	 49.40   	 -40.69		 14.36   	 437.43		  3.54   	 -15.26		
 58.59   	192.57   	 49.24   	 -40.69		 16.11   	 361.14		  3.48   	 -10.17		
 60.42   	214.54   	 49.07   	 -35.61		 17.56   	 295.01		  3.44   	 -10.17		
 62.26   	238.04   	 48.93   	 -30.52		 18.74   	 274.67		  3.40   	  -5.09		
 63.48   	260.93   	 48.81   	 -35.61		 19.84   	 289.93		  3.38   	  -5.09		
 65.00   	283.20   	 48.67   	 -35.61		 21.00   	 340.79		  3.36   	   0.00		
 66.83   	305.79   	 48.52   	 -30.52		 22.36   	 417.09		  3.36   	   0.00		
 69.89   	329.59   	 48.40   	 -35.61		 24.03   	 503.56		  3.36   	 -10.17		
 72.94   	353.70   	 48.26   	 -35.61		 26.04   	 579.86		  3.32   	  -5.09		
 75.68   	377.81   	 48.12   	 -30.52		 28.36   	 640.89		  3.30   	  -5.09		
 77.82   	401.92   	 48.00   	 -35.61		 30.93   	 671.41		  3.28   	 -10.17		
 79.35   	425.42   	 47.85   	 -35.61		 33.61   	 661.24		  3.23   	  -5.09		
 81.18   	448.91   	 47.71   	 -35.61		 36.26   	 635.81		  3.21   	 -10.17		
 83.62   	473.02   	 47.57   	 -35.61		 38.80   	 590.03		  3.17   	  -5.09		
 86.36   	498.66   	 47.43   	 -35.61		 41.16   	 528.99		  3.15   	   0.00		
 89.42   	526.12   	 47.28   	 -35.61		 43.28   	 422.18		  3.15   	  -5.09		
 94.60   	586.24   	 47.14   	 -40.69		 44.96   	 320.45		  3.13   	   0.00		
 99.49   	647.89   	 46.98   	 -40.69		 46.25   	 254.32		  3.13   	   0.00		
102.84   	676.57   	 46.82   	 -40.69		 47.26   	 218.72		  3.13   	   0.00		
106.81   	703.74   	 46.65   	 -40.69		 48.14   	 193.29		  3.13   	  -5.09		
111.08   	728.76   	 46.49   	 -45.78		 48.91   	 183.11		  3.11   	  -5.09		
114.75   	751.65   	 46.31   	 -40.69		 49.64   	 203.46		  3.09   	  -5.09		
117.80   	772.71   	 46.14   	 -40.69		 50.46   	 213.63		  3.07   	 -10.17		
120.54   	791.32   	 45.98   	 -40.69		 51.31   	 223.80		  3.03   	 -10.17		
123.90   	809.02   	 45.82   	 -40.69		 52.21   	 233.98		  2.99   	 -15.26		
128.17   	826.11   	 45.66   	 -35.61		 53.14   	 254.32		  2.93   	 -10.17		
132.75   	842.59   	 45.51   	 -30.52		 54.16   	 244.15		  2.89   	 -15.26		
136.41   	858.15   	 45.39   	 -30.52		 55.14   	 218.72		  2.83   	 -15.26		
139.16   	871.89   	 45.27   	 -30.52		 56.01   	 198.37		  2.77   	 -15.26		
140.99   	883.48   	 45.15   	 -20.35		 56.81   	 178.03		  2.71   	 -15.26		
141.91   	893.25   	 45.07   	 -20.35		 57.52   	 152.59		  2.64   	 -10.17		
143.43   	902.10   	 44.98   	 -15.26		 58.13   	 116.99		  2.60   	 -10.17		
144.96   	909.73   	 44.92   	 -10.17		 58.60   	 101.73		  2.56   	 -15.26		
146.48   	917.36   	 44.88   	 -10.17		 59.00   	  91.56		  2.50   	  -5.09		
147.40   	924.38   	 44.84(D)	   0.00		 59.37   	  91.56		  2.48   	 -10.17		
148.01   	931.40   	 44.84   	  10.17		 59.74   	  96.64		  2.44   	 -10.17		
148.01   	938.72   	 44.88   	  25.43		 60.12   	  96.64		  2.40   	  -5.09		
147.09   	946.66   	 44.98   	  40.69		 60.51   	 116.99		  2.38   	 -10.17		
144.96   	954.90   	 45.15   	  71.21		 60.98   	 122.07		  2.34   	 -10.17		
140.38   	963.75   	 45.43   	 101.73		 61.46   	 142.42		  2.30   	 -10.17		
133.06   	972.60   	 45.84   	 147.51		 62.03   	 147.51		  2.26   	 -10.17		
123.60   	981.14   	 46.43   	 259.41		 62.62   	 172.94		  2.22   	 -15.26		
101.32   	996.70   	 47.47   	 295.01		 63.32   	 178.03		  2.16   	  -5.09		
 90.33   	1003.42   	 48.65   	 325.53		 64.03   	 157.68		  2.14   	 -10.17		
 79.65   	1009.22   	 49.95   	 340.79		 64.66   	 152.59		  2.10   	 -10.17		
 69.89   	1013.49   	 51.31   	 335.71		 65.27   	 152.59		  2.05   	  -5.09		
 60.73   	1015.93   	 52.65   	 320.45		 65.88   	 127.16		  2.03   	 -10.17		
 52.19   	1016.24   	 53.94   	 289.93		 66.39   	  96.64		  1.99   	 -10.17		
 43.64   	1014.71   	 55.10   	 249.24		 66.77   	  81.38		  1.95   	  -5.09		
 35.40   	1010.74   	 56.09   	 208.54		 67.10   	  50.86		  1.93   	  -5.09		
 28.08   	1004.94   	 56.93   	 167.85		 67.30   	  15.26		  1.91   	  -5.09		
 21.36   	997.01   	 57.60   	 132.25		 67.36(S)	  -5.09		  1.89   	 -10.17		
 16.17   	988.16   	 58.13   	 101.73		 67.34   	 -35.61		  1.85   	   0.00		
 11.90   	979.00   	 58.53   	  81.38		 67.20   	 -61.04		  1.85   	   0.00		
  7.93   	970.15   	 58.86   	  71.21		 66.96   	 -81.38		  1.85   	   0.00		
  4.27   	961.91   	 59.15   	  86.47		 66.63   	-111.90		  1.85   	   0.00		
  0.92   	955.20   	 59.49   	  96.64		 66.18   	-147.51		  1.85   	   0.00		
 -1.83   	949.40   	 59.88   	 122.07		 65.59   	-172.94		  1.85   	   5.09		
 -3.97   	945.43   	 60.37   	 147.51		 64.90   	-208.54		  1.87   	   5.09		
 -5.49   	942.69   	 60.96   	 172.94		 64.07   	-239.06		  1.89   	   0.00		
 -6.10   	941.16   	 61.65   	 198.37		 63.11   	-269.58		  1.89   	  10.17		
 -6.71   	941.16   	 62.44   	 213.63		 62.03   	-295.01		  1.93   	   5.09		
